child_entity_id,parent_entity_id,relationship_type,ownership_percentage,effective_from,effective_to,source_system
ENT_UNKNOWN_23,ENT004703,Parent,39.49,2012-01-23,2026-11-14,Internal Master
ENT000394,ENT003464,Parent,55.43,2019-04-15,2026-09-09,ProviderB
ENT002813,ENT000933,Parent,53.48,2016-11-10,2027-05-31,ProviderB
ENT000057,ENT002060,Parent,81.44,2023-08-04,2028-09-24,ProviderA
ENT003386,ENT000792,Unknown,54.98,2022-08-25,2024-09-13,Internal Master
ENT000927,ENT003497,Unknown,48.08,2020-03-19,2027-07-03,Internal Master
ENT002285,ENT001668,Ultimate Parent,62.94,2015-04-11,2025-08-19,ProviderB
ENT003609,ENT000282,Affiliate,70.66,2016-10-02,2024-10-22,ProviderB
ENT000383,ENT002913,Parent,33.87,2020-10-12,2024-09-14,ProviderA
ENT002281,ENT001686,Subsidiary,45.3,2011-02-24,2025-01-24,Internal Master
ENT003586,ENT003692,Unknown,-25.0,2020-07-26,2028-05-25,Internal Master
ENT003619,ENT000117,Parent,88.62,2018-11-02,2028-10-25,ProviderA
ENT001521,ENT002023,Unknown,24.69,2023-06-24,2027-06-02,Internal Master
ENT004819,ENT004465,Unknown,68.94,2016-11-09,2026-11-02,Internal Master
ENT001560,ENT001353,Parent,49.21,2017-05-26,2027-04-18,ProviderA
ENT002495,ENT001830,Affiliate,17.42,2018-03-16,2024-07-18,ProviderA
ENT001845,ENT003758,Subsidiary,48.55,2017-12-10,2027-05-14,ProviderA
ENT003581,ENT002726,Ultimate Parent,27.91,2022-09-20,2027-11-17,Internal Master
ENT001524,ENT000437,Subsidiary,91.44,2015-02-17,2027-05-16,ProviderA
ENT000624,ENT001334,Unknown,82.0,2013-06-14,2026-05-11,ProviderA
ENT001851,ENT002407,Unknown,85.21,2010-12-11,2025-12-28,ProviderB
ENT004086,ENT002706,Ultimate Parent,51.1,2019-09-06,2025-05-30,Internal Master
ENT004794,ENT000963,Unknown,16.93,2018-03-17,2026-09-30,ProviderA
ENT001025,ENT004188,Parent,34.54,2017-11-21,2027-04-29,ProviderB
ENT001230,ENT001991,Ultimate Parent,83.44,2023-10-10,2026-05-15,ProviderA
ENT004829,ENT_UNKNOWN_4,Affiliate,,2014-05-10,2024-09-17,Internal Master
ENT003508,ENT000696,Unknown,51.93,2011-08-16,2025-10-08,ProviderA
ENT004534,ENT001501,Affiliate,-25.0,2019-06-15,2027-03-03,ProviderB
ENT003852,ENT002175,Parent,62.03,2020-05-27,2028-06-26,ProviderB
ENT003866,ENT004793,Subsidiary,37.19,2012-01-31,2025-11-24,ProviderB
ENT000260,ENT001825,Ultimate Parent,49.18,2019-02-02,2027-03-13,Internal Master
ENT001192,ENT003203,Affiliate,109.76,2016-08-15,2026-06-12,Internal Master
ENT002158,ENT000574,Affiliate,124.65,2014-07-29,2025-10-18,Internal Master
ENT004498,ENT003103,Parent,74.49,2013-02-28,2024-04-22,ProviderB
ENT003938,ENT002546,Parent,11.67,2014-09-27,2028-09-22,ProviderA
ENT003514,ENT004478,Parent,114.92,2021-10-14,2026-06-02,ProviderB
ENT000313,ENT000469,Affiliate,54.48,2012-03-26,2028-01-17,Internal Master
ENT003093,ENT003946,Subsidiary,10.2,2017-06-13,2025-05-30,ProviderB
ENT002314,ENT003060,Subsidiary,44.61,2019-06-26,2025-10-28,ProviderB
ENT000605,ENT002967,Unknown,86.97,2012-11-12,2025-07-09,Internal Master
ENT004918,ENT002008,Affiliate,35.05,2017-01-12,2026-06-29,Internal Master
ENT003808,ENT003048,Affiliate,55.55,2015-09-04,2027-04-03,ProviderB
ENT004200,ENT000342,Parent,65.14,2011-08-04,2027-07-13,ProviderB
ENT004267,ENT002470,Affiliate,0.14,2018-05-28,2025-02-28,Internal Master
ENT003723,ENT003502,Ultimate Parent,102.46,2013-11-02,2024-06-19,ProviderB
ENT002971,ENT003920,Unknown,57.02,2023-07-24,2028-11-18,Internal Master
ENT002918,ENT003754,Parent,54.33,2021-02-02,2027-04-02,ProviderB
ENT001214,ENT004805,Unknown,90.06,2010-03-29,2026-09-06,ProviderB
ENT003732,ENT000766,Unknown,-3.22,2017-01-26,2024-02-16,Internal Master
ENT000581,ENT003769,Unknown,77.86,2016-04-29,2027-12-14,ProviderA
ENT000675,ENT003585,Ultimate Parent,62.11,2016-04-15,2028-11-30,Internal Master
ENT003680,ENT001538,Subsidiary,59.05,2012-08-03,2024-11-02,Internal Master
ENT003359,ENT002066,Unknown,48.96,2023-09-08,2027-10-17,Internal Master
ENT000471,ENT000400,Parent,84.93,2015-12-02,2025-02-16,ProviderB
ENT001746,ENT002562,Subsidiary,0.47,2012-10-06,2027-03-04,ProviderA
ENT003558,ENT003859,Parent,64.9,2014-10-17,2026-03-27,Internal Master
ENT003748,ENT002030,Unknown,75.17,2015-04-01,2024-03-20,ProviderA
ENT003406,ENT002612,Subsidiary,93.98,2012-05-29,2024-12-21,ProviderB
ENT004256,ENT004897,Unknown,121.96,2019-02-10,2028-01-04,Internal Master
ENT000017,ENT002885,Affiliate,19.18,2018-08-11,2024-03-23,ProviderB
ENT002308,ENT001270,Subsidiary,27.78,2014-09-02,2025-05-07,ProviderB
ENT002555,ENT003756,Parent,76.32,2018-06-02,2026-08-21,ProviderB
ENT004096,ENT002914,Subsidiary,88.05,2011-09-18,2027-09-03,ProviderA
ENT002669,ENT004898,Subsidiary,72.75,2015-04-16,2024-11-14,ProviderB
ENT000145,ENT002766,Unknown,86.23,2020-03-26,2028-05-16,Internal Master
ENT002501,ENT002501,Affiliate,41.6,2014-06-30,2026-07-10,Internal Master
ENT004388,ENT000059,Unknown,86.04,2022-12-22,2028-11-17,Internal Master
ENT001020,ENT003794,Parent,125.0,2012-05-12,2025-08-17,ProviderA
ENT004664,ENT004552,Unknown,41.59,2015-01-07,2027-10-09,ProviderB
ENT000661,ENT002313,Subsidiary,66.64,2020-05-20,2027-01-22,ProviderA
ENT001112,ENT003341,Unknown,14.24,2020-11-07,2025-06-19,ProviderB
ENT003266,ENT004938,Ultimate Parent,99.83,2020-12-19,2026-09-10,ProviderA
ENT001126,ENT000424,Parent,87.32,2017-08-02,2027-07-03,ProviderA
ENT003539,ENT002231,Parent,93.65,2018-05-04,2024-08-25,Internal Master
ENT000603,ENT001086,Ultimate Parent,-1.88,2016-09-14,2028-03-24,ProviderB
ENT002126,ENT004580,Affiliate,51.94,2021-10-06,2024-06-08,ProviderA
ENT004871,ENT001003,Parent,89.07,2012-04-17,2024-05-07,Internal Master
ENT000187,ENT002629,Unknown,33.0,2022-04-01,2024-09-20,ProviderA
ENT_UNKNOWN_10,ENT003220,Parent,96.74,2014-08-11,2025-12-21,ProviderB
ENT004339,ENT003162,Ultimate Parent,90.04,2019-11-08,2028-03-07,ProviderB
ENT004259,ENT000905,Unknown,129.41,2021-05-16,2024-10-03,Internal Master
ENT001028,ENT003780,Affiliate,33.91,2021-12-29,2027-08-05,ProviderB
ENT000973,ENT001910,Unknown,65.49,2014-09-16,2028-09-26,Internal Master
ENT000981,ENT003625,Affiliate,32.16,2022-02-17,2024-08-15,ProviderA
ENT001392,ENT000702,Ultimate Parent,53.58,2021-05-03,2025-06-14,ProviderB
ENT002423,ENT003439,Affiliate,49.29,2019-09-04,2027-11-15,ProviderA
ENT001611,ENT000113,Affiliate,-6.73,2014-05-07,2028-05-29,Internal Master
ENT004753,ENT003654,Parent,124.79,2018-12-31,2028-09-17,ProviderA
ENT001763,ENT001440,Parent,24.39,2010-01-29,2024-08-15,ProviderB
ENT001341,ENT002349,Unknown,53.85,2016-11-14,2026-08-13,ProviderA
ENT001497,ENT001164,Parent,83.79,2023-11-13,2025-12-11,ProviderA
ENT001601,ENT001290,Parent,40.73,2018-05-20,2024-08-27,ProviderB
ENT004997,ENT001479,Unknown,76.29,2018-01-13,2028-11-13,Internal Master
ENT002279,ENT001465,Affiliate,47.42,2012-06-23,2028-06-19,ProviderA
ENT001526,ENT001615,Ultimate Parent,55.16,2019-04-07,2028-12-28,Internal Master
ENT003449,ENT004438,Unknown,72.97,2014-02-09,2028-04-11,ProviderB
ENT002269,ENT003480,Ultimate Parent,115.05,2020-04-08,2028-10-30,Internal Master
ENT004341,ENT003359,Ultimate Parent,55.36,2012-02-15,2025-08-11,ProviderA
ENT004380,ENT003309,Unknown,47.34,2015-04-14,2028-08-14,ProviderB
ENT000529,ENT002177,Parent,62.9,2012-09-04,2025-08-17,Internal Master
ENT001600,ENT002461,Subsidiary,93.35,2022-02-02,2026-05-05,ProviderA
ENT003561,ENT004549,Unknown,61.03,2016-10-23,2028-09-24,Internal Master
ENT004504,ENT002246,Affiliate,112.76,2019-10-07,2027-09-28,ProviderB
ENT004897,ENT001196,Unknown,40.04,2018-06-08,2024-08-16,ProviderA
ENT004999,ENT001047,Affiliate,57.59,2020-09-05,2027-05-18,ProviderA
ENT003709,ENT002991,Subsidiary,25.28,2023-03-02,2025-08-19,ProviderB
ENT000034,ENT002363,Unknown,36.74,2018-11-10,2025-09-29,ProviderA
ENT001563,ENT000668,Parent,73.3,2017-08-26,2024-12-24,ProviderA
ENT002826,ENT004195,Subsidiary,75.03,2018-03-03,2025-09-30,ProviderA
ENT000636,ENT003498,Parent,92.06,2023-09-01,2025-10-01,ProviderB
ENT000268,ENT004710,Affiliate,92.22,2018-02-11,2027-12-28,ProviderB
ENT000778,ENT003339,Unknown,55.66,2015-11-23,2028-10-02,ProviderA
ENT_UNKNOWN_19,ENT002005,Parent,102.78,2010-08-08,2027-01-14,Internal Master
ENT001049,ENT004774,Subsidiary,89.68,2016-05-11,2026-02-03,ProviderA
ENT001534,ENT001933,Subsidiary,67.36,2018-10-31,2028-01-15,ProviderB
ENT001676,ENT002678,Affiliate,25.81,2022-06-24,2025-01-12,ProviderB
ENT000039,ENT003698,Parent,62.37,2013-03-23,2028-08-08,ProviderB
ENT004677,ENT002913,Parent,70.03,2014-10-30,2028-06-10,Internal Master
ENT004464,ENT003462,Subsidiary,46.08,2022-04-13,2024-04-30,Internal Master
ENT000178,ENT000855,Unknown,84.03,2013-04-04,2028-12-16,Internal Master
ENT004236,ENT004856,Unknown,51.24,2016-04-15,2025-05-30,Internal Master
ENT003789,ENT001242,Subsidiary,63.68,2023-04-14,2025-08-27,ProviderA
ENT000169,ENT000621,Parent,80.15,2021-01-10,2027-09-14,ProviderB
ENT001033,ENT004414,Subsidiary,67.22,2011-02-26,2028-02-22,ProviderA
ENT002623,ENT004887,Affiliate,32.48,2014-04-05,2026-05-25,Internal Master
ENT001560,ENT003513,Affiliate,50.3,2022-08-07,2028-05-15,ProviderA
ENT000789,ENT000015,Unknown,51.44,2013-10-05,2026-07-28,Internal Master
ENT001697,ENT003242,Unknown,36.57,2012-03-29,2026-12-07,ProviderB
ENT002071,ENT001737,Affiliate,-25.0,2017-07-15,2028-03-18,ProviderB
ENT000585,ENT000052,Unknown,57.41,2019-06-14,2024-12-10,ProviderA
ENT004146,ENT001532,Ultimate Parent,34.46,2019-05-27,2027-10-11,ProviderA
ENT002749,ENT001305,Parent,108.89,2020-01-09,2026-09-04,ProviderA
ENT000572,ENT004286,Ultimate Parent,65.35,2018-12-31,2028-06-19,ProviderA
ENT004643,ENT003111,Parent,63.45,2022-06-29,2027-06-08,ProviderA
ENT003630,ENT000160,Subsidiary,48.06,2019-03-26,2025-12-06,Internal Master
ENT004634,ENT000152,Affiliate,82.75,2019-10-06,2026-12-17,Internal Master
ENT002981,ENT003200,Subsidiary,50.37,2012-07-19,2025-02-26,Internal Master
ENT002954,ENT001933,Affiliate,56.99,2020-11-01,2026-11-05,ProviderA
ENT003941,ENT004796,Affiliate,53.49,2019-03-04,2025-08-19,ProviderA
ENT003646,ENT004834,Affiliate,105.24,2018-06-22,2027-05-10,ProviderB
ENT004604,ENT004524,Affiliate,57.89,2020-03-01,2024-03-27,Internal Master
ENT003047,ENT001402,Parent,61.49,2014-12-12,2028-05-23,ProviderB
ENT000735,ENT004489,Parent,53.55,2010-04-20,2027-02-07,ProviderA
ENT001747,ENT004197,Subsidiary,82.91,2014-03-27,2027-12-02,ProviderA
ENT000624,ENT001552,Subsidiary,70.39,2023-09-05,2028-08-04,ProviderA
ENT001116,ENT001314,Unknown,43.03,2023-02-15,2026-10-24,Internal Master
ENT002307,ENT002392,Subsidiary,46.35,2010-10-08,2025-02-23,ProviderB
ENT004809,ENT003036,Unknown,81.03,2017-12-04,2024-06-07,Internal Master
ENT004577,ENT003592,Unknown,37.1,2016-10-26,2028-05-12,Internal Master
ENT000364,ENT000364,Unknown,39.76,2011-09-04,2024-10-28,Internal Master
ENT004320,ENT002420,Unknown,17.14,2010-04-30,2025-07-21,ProviderA
ENT001792,ENT004156,Affiliate,50.54,2021-05-24,2025-12-14,Internal Master
ENT003264,ENT004773,Ultimate Parent,45.52,2013-10-28,2027-10-13,ProviderB
ENT000183,ENT001308,Subsidiary,125.62,2017-07-14,2028-10-03,Internal Master
ENT004153,ENT001161,Parent,24.14,2015-05-30,2028-05-12,ProviderB
ENT001665,ENT000197,Parent,35.05,2018-12-01,2027-10-14,ProviderA
ENT003961,ENT004449,Ultimate Parent,48.28,2014-03-05,2025-09-20,ProviderB
ENT002998,ENT000199,Subsidiary,75.74,2017-08-31,2026-12-25,Internal Master
ENT002129,ENT002013,Parent,114.87,2011-07-15,2025-05-05,ProviderB
ENT000073,ENT003226,Subsidiary,86.15,2017-01-05,2024-06-12,Internal Master
ENT001018,ENT004923,Affiliate,82.01,2011-12-04,2028-01-04,Internal Master
ENT000146,ENT000561,Ultimate Parent,119.2,2017-04-30,2027-01-05,Internal Master
ENT003835,ENT002018,Affiliate,81.05,2011-05-25,2025-02-02,ProviderA
ENT000935,ENT001867,Subsidiary,88.42,2014-01-20,2025-07-21,Internal Master
ENT000852,ENT003024,Parent,75.31,2016-01-18,2024-10-22,ProviderA
ENT004987,ENT004818,Parent,40.21,2010-09-20,2028-01-27,ProviderB
ENT004563,ENT003547,Subsidiary,8.58,2010-12-28,2027-03-21,Internal Master
ENT000491,ENT002581,Affiliate,65.33,2017-01-16,2027-12-14,ProviderB
ENT003069,ENT004664,Unknown,35.29,2011-05-05,2025-07-09,Internal Master
ENT000788,ENT001688,Ultimate Parent,24.9,2010-07-02,2025-10-06,Internal Master
ENT002669,ENT004105,Parent,97.62,2017-07-11,2027-05-08,ProviderA
ENT004658,ENT003046,Affiliate,58.52,2022-01-17,2026-09-17,ProviderA
ENT002293,ENT004189,Unknown,54.21,2022-05-23,2028-01-01,Internal Master
ENT004395,ENT000612,Affiliate,107.37,2012-04-20,2027-02-10,Internal Master
ENT003623,ENT001521,Subsidiary,150.0,2023-11-06,2026-07-22,Internal Master
ENT002619,ENT002399,Ultimate Parent,53.01,2010-12-16,2027-10-11,ProviderB
ENT001122,ENT003089,Affiliate,40.32,2018-05-04,2024-11-27,Internal Master
ENT001739,ENT001836,Ultimate Parent,51.08,2019-07-11,2024-04-08,ProviderB
ENT003841,ENT002097,Unknown,-25.0,2022-04-02,2024-02-16,Internal Master
ENT001988,ENT003880,Unknown,150.0,2010-12-21,2028-03-10,ProviderA
ENT003707,ENT002703,Unknown,72.66,2015-12-03,2024-08-25,ProviderA
ENT000423,ENT000436,Ultimate Parent,69.55,2020-02-01,2026-12-21,ProviderA
ENT003583,ENT000004,Unknown,91.4,2023-02-05,2024-05-17,ProviderA
ENT002259,ENT002058,Affiliate,66.08,2019-06-30,2027-12-25,ProviderA
ENT002802,ENT004202,Affiliate,80.73,2017-12-25,2024-08-08,ProviderA
ENT001369,ENT004041,Affiliate,52.22,2015-01-02,2024-08-17,ProviderA
ENT000116,ENT002925,Subsidiary,109.78,2014-10-10,2027-02-26,ProviderB
ENT000398,ENT002241,Parent,66.92,2014-02-04,2025-02-18,Internal Master
ENT004278,ENT002158,Unknown,65.22,2010-02-19,2027-05-08,ProviderB
ENT000705,ENT003984,Parent,128.67,2012-11-19,2025-06-22,Internal Master
ENT001049,ENT001577,Parent,53.37,2019-07-06,2025-03-14,ProviderB
ENT004038,ENT000845,Subsidiary,111.86,2013-02-03,2025-01-21,ProviderB
ENT003687,ENT002475,Ultimate Parent,69.17,2018-03-29,2026-06-17,ProviderA
ENT004404,ENT003703,Unknown,125.0,2021-02-17,2028-11-06,ProviderB
ENT002342,ENT002667,Unknown,,2011-04-30,2028-06-26,ProviderA
ENT001846,ENT002601,Ultimate Parent,29.94,2023-03-10,2025-12-19,ProviderA
ENT004645,ENT004005,Subsidiary,64.54,2010-12-27,2026-08-29,ProviderB
ENT003876,ENT004716,Parent,29.5,2019-03-10,2024-03-27,Internal Master
ENT000238,ENT002915,Subsidiary,81.01,2021-04-25,2025-12-25,Internal Master
ENT004412,ENT002625,Ultimate Parent,86.98,2018-02-18,2026-01-23,Internal Master
ENT000887,ENT002541,Unknown,64.99,2019-09-05,2025-03-09,Internal Master
ENT004236,ENT003253,Subsidiary,50.22,2015-01-25,2024-08-23,Internal Master
ENT000995,ENT000008,Subsidiary,51.55,2023-03-08,2024-05-19,ProviderA
ENT000328,ENT004231,Affiliate,44.74,2022-03-10,2027-12-11,ProviderB
ENT003762,ENT001670,Affiliate,46.37,2014-07-19,2024-04-26,ProviderB
ENT001386,ENT002432,Affiliate,41.28,2010-03-01,2024-11-15,Internal Master
ENT003235,ENT004405,Parent,25.15,2016-10-25,2027-12-22,ProviderA
ENT003580,ENT004190,Affiliate,99.23,2015-11-16,2028-06-27,ProviderB
ENT000694,ENT002537,Parent,63.39,2011-11-03,2025-03-24,ProviderB
ENT001731,ENT002868,Affiliate,91.61,2015-09-01,2028-07-18,ProviderB
ENT004244,ENT002949,Parent,93.31,2020-04-18,2028-07-28,Internal Master
ENT002830,ENT002233,Unknown,83.77,2018-03-15,2027-11-30,ProviderB
ENT000838,ENT002249,Parent,36.91,2012-12-05,2024-12-27,ProviderA
ENT004583,ENT003261,Subsidiary,42.98,2015-11-03,2027-05-07,ProviderA
ENT004150,ENT002430,Subsidiary,76.4,2018-01-06,2026-10-10,Internal Master
ENT000019,ENT002170,Unknown,78.26,2022-05-12,2028-05-16,ProviderA
ENT004106,ENT000105,Ultimate Parent,42.78,2010-02-12,2025-04-23,Internal Master
ENT004825,ENT003023,Ultimate Parent,31.91,2020-04-24,2027-04-03,ProviderB
ENT002615,ENT002317,Subsidiary,92.68,2018-04-09,2026-08-03,Internal Master
ENT002638,ENT003177,Unknown,150.0,2015-05-28,2027-09-03,ProviderA
ENT003955,ENT003775,Affiliate,70.21,2021-09-18,2024-08-07,ProviderA
ENT004845,ENT000868,Unknown,20.81,2022-09-18,2026-04-24,ProviderA
ENT000868,ENT002501,Subsidiary,40.14,2019-10-02,2027-09-03,ProviderB
ENT002818,ENT001679,Ultimate Parent,123.86,2023-09-26,2028-04-17,ProviderA
ENT003011,ENT000705,Affiliate,58.9,2014-05-24,2025-09-01,ProviderA
ENT002787,ENT001299,Unknown,80.13,2020-11-20,2026-05-30,ProviderB
ENT004591,ENT000681,Subsidiary,97.72,2020-12-27,2028-03-31,ProviderB
ENT003821,ENT000251,Unknown,49.82,2023-01-19,2028-02-19,Internal Master
ENT003846,ENT002983,Affiliate,36.34,2011-06-01,2027-04-01,ProviderA
ENT003663,ENT001932,Unknown,76.54,2011-04-21,2027-07-27,ProviderA
ENT003818,ENT003918,Affiliate,9.29,2014-06-13,2024-07-03,ProviderA
ENT001046,ENT003204,Unknown,36.89,2022-08-31,2027-03-13,Internal Master
ENT002537,ENT000212,Parent,93.31,2016-11-14,2024-08-09,Internal Master
ENT003996,ENT001594,Parent,85.49,2017-07-07,2027-02-15,Internal Master
ENT004211,ENT000470,Subsidiary,31.66,2016-06-22,2028-01-12,Internal Master
ENT001697,ENT002967,Unknown,71.87,2016-10-07,2026-10-04,Internal Master
ENT003383,ENT003030,Parent,32.6,2020-10-24,2028-06-11,ProviderB
ENT003771,ENT004396,Subsidiary,8.05,2012-04-18,2027-07-03,ProviderA
ENT000383,ENT000528,Affiliate,43.21,2022-08-19,2027-02-05,Internal Master
ENT000936,ENT003023,Parent,48.28,2021-07-19,2026-12-06,ProviderB
ENT003119,ENT000216,Subsidiary,40.08,2014-04-22,2024-07-13,Internal Master
ENT003577,ENT001216,Subsidiary,53.66,2013-11-21,2027-02-24,ProviderB
ENT001128,ENT000013,Parent,102.26,2011-02-16,2027-11-15,ProviderA
ENT002563,ENT000966,Ultimate Parent,73.17,2013-04-02,2024-04-19,ProviderB
ENT000613,ENT000274,Unknown,76.21,2023-09-17,2025-06-08,ProviderA
ENT000927,ENT001662,Parent,45.46,2022-11-04,2027-05-26,Internal Master
ENT004468,ENT002328,Subsidiary,40.47,2020-02-24,2024-08-27,Internal Master
ENT002802,ENT003258,Ultimate Parent,29.39,2022-09-09,2024-12-02,Internal Master
ENT002200,ENT003810,Parent,32.37,2019-07-03,2024-10-21,ProviderB
ENT000517,ENT000514,Subsidiary,54.27,2019-04-13,2025-10-06,Internal Master
ENT000538,ENT002938,Ultimate Parent,-25.0,2023-04-23,2026-12-13,ProviderB
ENT001960,ENT000048,Affiliate,88.32,2013-09-14,2026-04-12,ProviderB
ENT002676,ENT004138,Affiliate,54.11,2010-04-07,2026-07-16,Internal Master
ENT003336,ENT004081,Affiliate,85.56,2022-03-01,2028-09-23,ProviderB
ENT002688,ENT003488,Affiliate,72.4,2019-04-17,2025-08-19,ProviderB
ENT001231,ENT002789,Parent,39.15,2014-09-04,2028-01-29,ProviderA
ENT003917,ENT004805,Unknown,48.39,2023-03-18,2025-03-21,ProviderB
ENT004525,ENT001617,Unknown,105.99,2021-05-12,2026-05-17,ProviderB
ENT003345,ENT000636,Subsidiary,43.91,2023-06-24,2024-11-16,ProviderB
ENT003719,ENT002395,Affiliate,72.48,2021-09-23,2027-09-16,Internal Master
ENT002374,ENT002938,Affiliate,97.28,2010-03-18,2026-12-02,ProviderA
ENT000318,ENT004900,Parent,45.33,2021-02-06,2026-08-29,Internal Master
ENT003797,ENT003409,Subsidiary,87.23,2022-10-10,2026-06-07,Internal Master
ENT002473,ENT000388,Affiliate,37.59,2011-12-05,2024-05-14,ProviderB
ENT003161,ENT000005,Subsidiary,70.35,2021-07-24,2028-05-23,ProviderA
ENT003938,ENT001512,Ultimate Parent,76.18,2019-03-01,2027-01-27,ProviderA
ENT002769,ENT000259,Subsidiary,59.95,2010-08-25,2025-06-27,Internal Master
ENT000475,ENT003343,Parent,108.99,2017-09-11,2028-10-25,Internal Master
ENT003755,ENT002653,Ultimate Parent,55.77,2019-07-25,2027-11-08,ProviderB
ENT001110,ENT000516,Affiliate,98.91,2011-03-04,2028-03-21,Internal Master
ENT000097,ENT004239,Parent,62.41,2014-06-23,2026-02-25,Internal Master
ENT001618,ENT000613,Ultimate Parent,62.47,2012-01-11,2025-08-29,ProviderA
ENT002283,ENT001876,Parent,73.25,2016-12-19,2028-06-20,ProviderA
ENT001822,ENT000306,Ultimate Parent,61.9,2013-05-01,2026-01-15,ProviderA
ENT001328,ENT001148,Subsidiary,17.23,2016-02-23,2025-08-29,Internal Master
ENT000088,ENT002297,Parent,125.0,2017-01-08,2027-01-20,ProviderB
ENT001640,ENT001739,Parent,112.47,2014-07-12,2026-06-06,Internal Master
ENT002000,ENT001370,Parent,45.16,2021-08-10,2027-05-17,ProviderB
ENT000447,ENT001468,Parent,49.56,2019-11-13,2026-02-12,ProviderB
ENT002572,ENT003939,Ultimate Parent,19.7,2012-06-28,2024-08-08,ProviderA
ENT004373,ENT001082,Unknown,46.62,2021-02-27,2027-06-05,Internal Master
ENT001649,ENT004641,Affiliate,63.37,2020-11-01,2025-07-17,ProviderA
ENT004385,ENT001775,Ultimate Parent,102.73,2021-10-15,2025-05-02,Internal Master
ENT001306,ENT000355,Unknown,53.46,2020-08-30,2027-07-22,ProviderB
ENT001081,ENT001109,Parent,70.17,2022-04-09,2027-05-14,ProviderB
ENT000728,ENT002806,Ultimate Parent,53.38,2010-07-28,2024-02-13,ProviderB
ENT003915,ENT002169,Ultimate Parent,40.38,2015-12-23,2024-07-17,ProviderA
ENT003914,ENT002158,Ultimate Parent,66.55,2021-03-02,2025-08-31,ProviderB
ENT000446,ENT002548,Subsidiary,99.6,2018-12-29,2026-03-10,Internal Master
ENT003739,ENT004587,Subsidiary,63.49,2023-07-08,2028-10-30,Internal Master
ENT002482,ENT001516,Unknown,54.89,2023-04-13,2025-10-05,Internal Master
ENT004322,ENT002417,Ultimate Parent,32.79,2021-02-28,2025-08-11,ProviderA
ENT000740,ENT002312,Unknown,45.75,2019-03-12,2024-08-17,Internal Master
ENT001140,ENT004034,Ultimate Parent,66.31,2019-08-10,2024-04-15,ProviderA
ENT002671,ENT000299,Parent,30.71,2012-08-26,2024-11-03,ProviderA
ENT002806,ENT000720,Unknown,46.41,2014-02-14,2028-06-19,Internal Master
ENT000083,ENT004208,Unknown,90.66,2014-01-11,2027-07-26,ProviderB
ENT003343,ENT000253,Parent,107.2,2022-07-15,2027-09-19,ProviderB
ENT000407,ENT004886,Affiliate,87.54,2014-02-17,2026-02-02,ProviderA
ENT002378,ENT000735,Affiliate,109.42,2011-03-17,2027-08-30,ProviderA
ENT002689,ENT002923,Subsidiary,54.81,2021-05-28,2024-11-09,ProviderA
ENT002879,ENT001505,Unknown,117.51,2018-09-10,2026-03-11,ProviderB
ENT004420,ENT002169,Subsidiary,95.37,2018-04-15,2027-02-24,Internal Master
ENT002057,ENT003508,Affiliate,39.9,2010-09-03,2024-12-26,ProviderB
ENT002374,ENT000763,Parent,31.56,2010-01-02,2027-09-22,ProviderB
ENT000416,ENT004174,Ultimate Parent,150.0,2015-11-08,2024-09-09,ProviderB
ENT000547,ENT003991,Parent,30.64,2020-01-28,2024-04-26,Internal Master
ENT004334,ENT002080,Subsidiary,125.0,2013-03-02,2027-01-06,ProviderA
ENT003590,ENT002165,Parent,109.04,2020-04-25,2024-10-21,ProviderA
ENT003331,ENT004082,Unknown,-11.27,2012-02-07,2026-09-01,ProviderA
ENT000111,ENT002225,Unknown,87.71,2017-06-15,2028-01-04,ProviderA
ENT001464,ENT003785,Parent,64.34,2011-06-30,2026-02-03,ProviderA
ENT002582,ENT004182,Affiliate,105.15,2011-08-23,2027-07-26,ProviderB
ENT000526,ENT003365,Ultimate Parent,27.53,2018-04-28,2025-03-02,ProviderA
ENT003423,ENT001634,Parent,28.95,2018-02-04,2027-10-09,Internal Master
ENT003765,ENT004506,Ultimate Parent,74.22,2017-05-10,2026-12-14,ProviderA
ENT003711,ENT003537,Affiliate,20.52,2012-05-15,2026-06-07,Internal Master
ENT002043,ENT002789,Parent,31.2,2016-12-25,2024-08-02,ProviderB
ENT004908,ENT001057,Affiliate,125.0,2019-06-21,2028-07-28,ProviderA
ENT001565,ENT003870,Affiliate,90.49,2012-07-16,2026-06-14,Internal Master
ENT002953,ENT004567,Ultimate Parent,80.13,2013-11-24,2028-01-06,ProviderA
ENT002928,ENT003967,Affiliate,66.79,2015-05-21,2024-05-27,ProviderB
ENT002145,ENT001826,Parent,3.69,2019-07-21,2026-04-09,ProviderB
ENT002128,ENT004785,Parent,34.94,2020-02-26,2028-11-10,ProviderB
ENT004804,ENT003917,Parent,102.73,2023-06-17,2027-02-15,ProviderA
ENT003089,ENT004606,Subsidiary,60.67,2011-09-24,2028-04-19,ProviderB
ENT004724,ENT000706,Affiliate,70.54,2013-10-02,2025-05-05,Internal Master
ENT004938,ENT001058,Subsidiary,47.09,2023-11-10,2026-07-15,ProviderB
ENT004833,ENT004978,Subsidiary,55.77,2013-05-22,2025-08-04,ProviderA
ENT000882,ENT002610,Ultimate Parent,59.95,2020-04-21,2028-02-25,ProviderA
ENT002202,ENT004966,Parent,85.22,2013-11-28,2025-06-02,Internal Master
ENT004914,ENT003179,Ultimate Parent,48.78,2012-07-10,2028-01-01,Internal Master
