provider_record_id,provider_name,legal_name,country_code,registration_number,sector,status,confidence_score,feed_date
PRV0000278,ProviderC,Riverstone Investments,JP,JP-230081,Real Estate,Active,0.526,2024-02-25
PRV0000279,ProviderC,Horizon PLC,US,US-842030,Healthcare,Active,0.753,2024-08-02
PRV0000280,ProviderC,Oakwell Services,NG,NG-687409,Utilities,Active,0.8,2024-09-11
PRV0000281,ProviderC,PrimeEdge Services,LU,,Financials,Active,0.869,2024-09-16
PRV0000282,ProviderA,Northbridge Energy,BR,BR-566011,Utilities,Active,1.12,2024-08-01
PRV0000283,ProviderC,Horizon PLC,NG,NG-513597,Consumer Goods,Dissolved,0.702,2024-01-18
PRV0000284,ProviderC,Atlas Technologies,JP,JP-283533,Technology,Active,0.622,2024-09-06
PRV0000285,ProviderB,Nova Ltd,CA,CA-386349,Telecommunications,Active,0.687,2024-04-24
PRV0000286,ProviderB,Riverstone Partners,JP,JP-251559,Energy,Active,0.814,2024-06-17
PRV0000287,ProviderC,CEDAR SERVICES,IE,IE-513573,Industrials,Merged,0.719,2024-07-17
PRV0000288,ProviderB,Meridian Capital,JP,JP-482662,Industrials,Dissolved,0.828,2024-08-09
PRV0000289,ProviderB,Atlas Services,AE,AE-907505,Utilities,Active,0.682,2024-08-04
PRV0000290,ProviderB,HELIOS CAPITAL,AE,AE-260106,Materials,Active,0.764,2025-01-17
PRV0000291,ProviderC,FRONTIER FINANCE,BR,BR-771779,Financials,Active,1.04,2024-03-24
PRV0000292,ProviderA,Riverstone PLC,CH,CH-698937,Financials,Active,0.792,2024-05-23
PRV0000293,ProviderA,Cedar Services,NG,NG-746928,Materials,Active,0.838,2024-12-05
PRV0000294,ProviderA,Redwood Ltd ,IE,IE-148066,Industrials,Active,0.584,2024-12-07
PRV0000295,ProviderB,ALBION CAPITAL,FR,,Financials,Active,0.646,2025-01-07
PRV0000296,ProviderB,Lagos Continental Services,NL,,Materials,Merged,0.937,2024-11-04
PRV0000297,ProviderA,Cedar Finance,BR,BR-456030,Industrials,Merged,0.897,2024-11-20
PRV0000298,ProviderB,Northbridge Group,DE,DE-575636,Financials,Active,0.989,2024-04-07
PRV0000299,ProviderB,Lagos Continental Energy,LU,LU-153945,Consumer Goods,Active,0.933,2024-07-14
PRV0000300,ProviderC,Summit Industries,JP,JP-336743,Materials,Active,0.873,2024-05-03
PRV0000301,ProviderC,Northbridge Finance,US,US-270999,Healthcare,Active,0.868,2024-03-12
PRV0000302,ProviderB,UNION FINANCE,BR,BR-108769,Telecommunications,Active,0.671,2024-07-19
PRV0000303,ProviderC,PrimeEdge Finance,NL,NL-881084,Industrials,Active,0.626,2024-08-11
PRV0000304,ProviderA,Crestline Corp ,IE,IE-409110,Consumer Goods,Active,1.009,2024-04-29
PRV0000305,ProviderC,BluePeak PLC,FR,FR-534437,Financials,Active,0.725,2024-06-20
PRV0000306,ProviderC,Atlas Corp,JP,JP-195836,Telecommunications,Dissolved,0.609,2024-09-01
PRV0000307,ProviderC,Nova Investments,ZA,,Energy,Inactive,0.803,2024-09-08
PRV0000308,ProviderA,Horizon PLC,NG,NG-654953,Financials,Active,0.701,2024-05-11
PRV0000309,ProviderC,Northbridge Finance,NG,NG-176141,Financials,Active,0.692,2024-06-12
PRV0000310,ProviderC,Northbridge Investments,CH,CH-880418,Telecommunications,Active,,2025-02-11
PRV0000311,ProviderC,Redwood Technologies,DE,DE-543110,Telecommunications,Active,0.788,2024-03-15
PRV0000312,ProviderB,Atlas PLC,IN,IN-161652,Utilities,Active,0.922,2024-08-12
PRV0000313,ProviderB,Northbridge Group,AE,AE-225703,Healthcare,Active,0.82,2024-11-18
PRV0000314,ProviderA,Northbridge Group,BR,BR-916869,Consumer Goods,Active,1.017,2024-03-20
PRV0000315,ProviderC,BluePeak Technologies,ZA,ZA-150462,Consumer Goods,Active,0.98,2024-12-17
PRV0000316,ProviderB,Crestline Technologies,NG,NG-300364,Materials,Active,0.725,2024-09-29
PRV0000317,ProviderA,Crestline Finance,CA,CA-902109,Energy,Active,0.76,2024-09-27
PRV0000318,ProviderC,Cedar Technologies,IE,IE-706583,Financials,Active,0.591,2025-02-19
PRV0000319,ProviderA,,BR,BR-602724,Healthcare,Active,0.785,2024-06-11
PRV0000320,ProviderA,,ZA,ZA-851007,Consumer Goods,Active,0.762,2024-09-05
PRV0000321,ProviderA,Riverstone Capital,US,US-713883,Materials,Active,0.711,2024-10-24
PRV0000322,ProviderA,Riverstone Industries,NL,NL-111937,Telecommunications,Active,0.659,2024-09-23
PRV0000323,ProviderC,Cedar Finance,IE,,Utilities,Active,0.718,2024-07-17
PRV0000324,ProviderC,Westbridge Finance,AU,AU-825074,Healthcare,Unknown,1.2,2024-11-20
PRV0000325,ProviderC,Helios Ltd,LU,LU-589738,Financials,Active,0.716,2024-02-25
PRV0000326,ProviderC,Northbridge Ltd,NL,NL-215482,Materials,Active,0.742,2025-03-06
PRV0000327,ProviderA,Falcon Group,GB,GB-984975,Energy,Active,0.582,2024-05-16
PRV0000328,ProviderB,Lagos Continental PLC,HK,HK-347050,Financials,Active,0.957,2024-01-24
PRV0000329,ProviderC,Sterling Technologies,ZA,ZA-925603,Consumer Goods,Active,1.062,2025-02-10
PRV0000330,ProviderC,BLUEPEAK FINANCE,CA,CA-588959,Consumer Goods,Active,0.9,2025-03-15
PRV0000331,ProviderC,Granite Technologies,CA,CA-302339,Technology,Active,0.908,2025-02-04
PRV0000332,ProviderA,Horizon Ltd,AE,AE-459673,Technology,Active,0.92,2025-03-30
PRV0000333,ProviderC,Granite PLC,US,US-104882,Technology,Active,0.893,2024-01-10
PRV0000334,ProviderC,Frontier Partners,AU,AU-632468,Industrials,Active,0.452,2024-12-17
PRV0000335,ProviderC,Meridian Group,HK,HK-306480,Consumer Goods,Active,1.102,2024-12-18
PRV0000336,ProviderA,Cedar Holdings,NG,NG-902654,Real Estate,Merged,0.797,2024-03-22
PRV0000337,ProviderB,Korefield Capital,IN,IN-703930,Energy,Active,0.748,2024-06-29
PRV0000338,ProviderB,Falcon Industries,NL,NL-957074,Materials,Merged,0.811,2024-04-24
PRV0000339,ProviderC,Northbridge Capital,DE,DE-434697,Healthcare,Active,0.722,2024-11-08
PRV0000340,ProviderB,Horizon Technologies,BR,BR-366589,Financials,Active,0.846,2024-11-23
PRV0000341,ProviderB,Silvergate Ltd,HK,HK-394004,Materials,Inactive,0.73,2024-09-19
PRV0000342,ProviderC,Nova Corp ,LU,LU-644529,Utilities,Active,0.578,2025-02-25
PRV0000343,ProviderC,,LU,LU-302137,Energy,Active,0.872,2025-01-18
PRV0000344,ProviderB,Sterling Investments,NG,NG-660889,Industrials,Active,0.698,2024-07-09
PRV0000345,ProviderA,BluePeak Corp,ZA,ZA-572079,Real Estate,Merged,1.04,2024-12-22
PRV0000346,ProviderA,Union Services,LU,LU-448640,Utilities,Inactive,0.904,2024-03-10
PRV0000347,ProviderA,Korefield Ltd,AE,AE-329337,Healthcare,Active,0.893,2024-06-05
PRV0000348,ProviderA,Sterling Holdings,ZA,ZA-843087,Utilities,Merged,0.715,2024-03-17
PRV0000349,ProviderA,Cedar Partners,HK,HK-136022,Healthcare,Merged,0.78,2025-03-15
PRV0000350,ProviderC,Greenfield Corp ,CH,CH-748783,Utilities,Active,0.646,2025-01-30
PRV0000351,ProviderC,Riverstone Industries,IN,IN-470080,Energy,Unknown,1.5,2024-09-03
PRV0000352,ProviderA,BluePeak Energy,JP,JP-501869,Utilities,Active,0.772,2024-04-01
PRV0000353,ProviderC,Nova Investments,NL,NL-316401,Technology,Active,0.922,2024-05-10
PRV0000354,ProviderA,LAGOS CONTINENTAL LTD,US,US-360173,Financials,Active,0.92,2025-01-18
PRV0000355,ProviderA,Nova Holdings,DE,DE-701291,Real Estate,Active,0.831,2024-06-27
PRV0000356,ProviderC,Lagos Continental Partners,NL,,Energy,Active,0.827,2024-10-25
PRV0000357,ProviderC,BluePeak Capital,GB,GB-920697,Utilities,Active,0.568,2024-04-02
PRV0000358,ProviderC,Cedar Corp,ZZZ,ZA-837980,Real Estate,Active,0.851,2024-01-16
PRV0000359,ProviderA,Korefield PLC,GB,GB-222067,Consumer Goods,Active,0.803,2024-10-05
PRV0000360,ProviderA,Albion Ltd,LU,LU-557644,Telecommunications,Active,0.877,2024-06-13
PRV0000361,ProviderC,Sterling Ltd,FR,FR-143294,Materials,Active,0.826,2024-09-28
PRV0000362,ProviderA,WESTBRIDGE PARTNERS,US,US-748315,Industrials,Active,0.792,2024-03-26
PRV0000363,ProviderC,Falcon Capital,US,US-661090,Financials,Active,0.956,2024-03-29
PRV0000364,ProviderA,Korefield Investments,FR,FR-173742,Real Estate,Inactive,0.694,2024-06-06
PRV0000365,ProviderA,Frontier Ltd,AU,AU-900768,Healthcare,Active,0.991,2024-09-15
PRV0000366,ProviderA,Union Investments,SG,SG-526901,Materials,Dissolved,0.758,2024-12-16
PRV0000367,ProviderB,Silvergate PLC,DE,DE-383182,Real Estate,Inactive,0.877,2024-02-27
PRV0000368,ProviderB,Summit Ltd,HK,HK-312460,Consumer Goods,Unknown,1.085,2024-08-18
PRV0000369,ProviderC,Frontier Investments,HK,HK-690128,Telecommunications,Dissolved,0.672,2024-03-08
PRV0000370,ProviderC,BluePeak Investments,HK,HK-128873,Utilities,Active,0.81,2025-02-10
PRV0000371,ProviderA,Northbridge Capital,GB,GB-869345,Energy,Unknown,0.622,2024-12-23
PRV0000372,ProviderA,Cedar Partners,US,US-677083,Materials,Unknown,0.593,2024-05-31
PRV0000373,ProviderC,Falcon Partners,,CA-101006,Materials,Active,0.583,2024-06-27
PRV0000374,ProviderA,Frontier Services,IE,IE-945573,Real Estate,Inactive,0.911,2024-02-20
PRV0000375,ProviderB,Albion Group,AE,AE-672845,Financials,Unknown,0.727,2024-08-08
PRV0000376,ProviderC,Riverstone Ltd,CH,CH-233274,Telecommunications,Active,0.696,2025-01-02
PRV0000377,ProviderA,Northbridge Investments,LU,LU-728916,Energy,Active,0.779,2024-10-07
PRV0000378,ProviderB,Meridian Capital,IE,IE-977775,Healthcare,Dissolved,0.611,2024-02-02
PRV0000379,ProviderA,Nova PLC,US,US-235811,Industrials,Inactive,0.56,2024-07-13
PRV0000380,ProviderC,Nova Partners,FR,FR-536380,Telecommunications,Active,0.532,2025-03-08
PRV0000381,ProviderA,,US,US-553008,Telecommunications,Inactive,1.023,2024-06-24
PRV0000382,ProviderC,Summit Services,AU,AU-131898,Healthcare,Active,0.78,2024-08-10
PRV0000383,ProviderB,CRESTLINE SERVICES,LU,LU-184716,Financials,Active,0.921,2024-11-16
PRV0000384,ProviderA,FRONTIER CAPITAL,DE,DE-872042,Telecommunications,Inactive,0.651,2024-05-05
PRV0000385,ProviderA,PrimeEdge Ltd,LU,LU-548994,Telecommunications,Unknown,1.024,2024-04-10
PRV0000386,ProviderC,Greenfield Capital,GB,GB-270196,Healthcare,Active,1.126,2024-05-15
PRV0000387,ProviderC,,BR,BR-387696,Real Estate,Active,0.743,2024-12-02
PRV0000388,ProviderB,Redwood Group,FR,,Consumer Goods,Active,0.623,2024-06-08
PRV0000389,ProviderA,Redwood Finance,FR,FR-690544,Utilities,Unknown,0.882,2025-02-27
PRV0000390,ProviderC,Nova Industries,HK,,Financials,Inactive,0.788,2024-09-11
PRV0000391,ProviderB,Unknown Entity,CA,CA-748669,Industrials,Active,0.715,2024-07-12
PRV0000392,ProviderC,Frontier Capital,NL,NL-893805,Real Estate,Active,0.667,2025-01-22
PRV0000393,ProviderB,Meridian Investments,BR,BR-361030,Technology,Active,0.61,2024-07-05
PRV0000394,ProviderC,Greenfield Finance,ZA,ZA-615512,Healthcare,Merged,0.518,2025-03-29
PRV0000395,ProviderC,Oakwell Energy ,BR,BR-839093,Healthcare,Active,0.485,2024-10-13
PRV0000396,ProviderB,Falcon Group,BR,BR-848761,Utilities,Active,0.927,2025-02-19
PRV0000397,ProviderA,Korefield Industries,CH,CH-997296,Technology,Inactive,0.561,2024-07-19
PRV0000398,ProviderB,Falcon Corp,CA,CA-101789,Industrials,Active,0.91,2024-08-01
PRV0000399,ProviderA,BluePeak Technologies,DE,DE-538309,Materials,Active,0.769,2024-07-20
PRV0000400,ProviderB,Redwood Energy,CH,CH-692493,Consumer Goods,Inactive,0.899,2024-01-19
PRV0000401,ProviderA,Nova Industries,SG,SG-655072,Financials,Inactive,0.787,2024-03-23
PRV0000402,ProviderC,Silvergate Capital,CA,CA-731342,Telecommunications,Dissolved,1.074,2024-06-08
PRV0000403,ProviderC,Oakwell Technologies,IE,IE-834507,Consumer Goods,Inactive,0.927,2025-02-09
PRV0000404,ProviderA,Meridian Holdings,SG,SG-124406,Materials,Active,0.886,2024-05-12
PRV0000405,ProviderA,Nova Ltd,CA,CA-386349,Telecommunications,Active,0.796,2025-01-08
PRV0000406,ProviderC,PrimeEdge Holdings,IE,IE-899510,Real Estate,Active,0.79,2024-12-13
PRV0000407,ProviderA,BluePeak Energy,HK,HK-786148,Real Estate,Inactive,-0.3,2024-06-17
PRV0000408,ProviderA,WESTBRIDGE HOLDINGS,AE,AE-714377,Financials,Active,0.837,2024-08-09
PRV0000409,ProviderA,Albion Holdings,GB,GB-848371,Consumer Goods,Unknown,0.731,2024-03-29
PRV0000410,ProviderC,Riverstone Investments,JP,JP-230081,Real Estate,Active,0.77,2024-02-27
PRV0000411,ProviderA,Greenfield Services,SG,SG-735070,Financials,Active,0.998,2024-01-08
PRV0000412,ProviderC,Northbridge Ltd,BR,BR-740223,Healthcare,Inactive,0.807,2025-03-13
PRV0000413,ProviderB,Westbridge Finance,CH,CH-154974,Materials,Active,0.748,2024-07-06
PRV0000414,ProviderB,Greenfield Services,LU,LU-515475,Real Estate,Merged,0.831,2024-10-01
PRV0000415,ProviderA,BluePeak Capital,DE,DE-973705,Materials,Active,0.675,2024-11-13
PRV0000416,ProviderB,Nova Finance,,IN-935352,Utilities,Active,0.676,2024-03-11
PRV0000417,ProviderC,Falcon Industries,BR,BR-816929,Financials,Unknown,0.876,2024-02-22
PRV0000418,ProviderC,Redwood Services ,SG,,Utilities,Unknown,1.099,2024-01-17
PRV0000419,ProviderC,Greenfield Capital,GB,GB-270196,Healthcare,Active,0.892,2024-05-11
PRV0000420,ProviderB,Albion Technologies,HK,,Industrials,Inactive,0.889,2024-09-20
PRV0000421,ProviderA,Meridian Finance,CA,CA-987164,Materials,Active,0.839,2024-05-09
PRV0000422,ProviderA,Granite Partners,DE,DE-496209,Consumer Goods,Merged,0.879,2024-01-06
PRV0000423,ProviderB,Redwood Services,AU,AU-723208,Materials,Unknown,0.416,2025-02-18
PRV0000424,ProviderA,Meridian Holdings,ZA,ZA-432748,Real Estate,Inactive,0.589,2024-01-22
PRV0000425,ProviderB,Unknown Entity,AE,AE-481934,Industrials,Merged,0.637,2024-07-11
PRV0000426,ProviderA,Riverstone Capital,FR,FR-236107,Consumer Goods,Dissolved,1.156,2024-12-29
PRV0000427,ProviderA,Crestline Group,ZA,ZA-733047,Healthcare,Inactive,0.908,2024-04-26
PRV0000428,ProviderB,Lagos Continental Energy,NL,NL-503174,Financials,Active,0.826,2024-05-17
PRV0000429,ProviderA,FALCON LTD,IN,IN-490578,Materials,Active,0.854,2024-03-23
PRV0000430,ProviderA,Granite Partners,BR,BR-516387,Energy,Active,0.632,2025-03-29
PRV0000431,ProviderA,Union Investments,IE,IE-268498,Utilities,Active,0.974,2024-07-10
PRV0000432,ProviderB,Oakwell Services,SG,SG-582332,Technology,Unknown,0.725,2024-03-14
PRV0000433,ProviderB,Crestline Energy,HK,HK-776763,Real Estate,Active,0.981,2024-12-13
PRV0000434,ProviderA,Greenfield PLC,IE,IE-474145,Telecommunications,Dissolved,0.571,2024-04-23
PRV0000435,ProviderC,Horizon Technologies,CH,CH-639519,Telecommunications,Active,1.042,2025-01-21
PRV0000436,ProviderA,Nova Partners,FR,FR-536380,Telecommunications,Active,0.732,2024-09-04
PRV0000437,ProviderB,Sterling Holdings,NG,,Financials,Active,0.897,2024-04-25
PRV0000438,ProviderB,Korefield Industries,CH,CH-583200,Financials,Inactive,0.82,2024-05-23
PRV0000439,ProviderA,,NL,,Consumer Goods,Active,0.925,2024-05-03
PRV0000440,ProviderA,Horizon Investments,AE,AE-683025,Technology,Merged,1.074,2025-02-21
PRV0000441,ProviderC,Falcon Investments,NG,NG-731958,Financials,Active,1.104,2025-03-08
PRV0000442,ProviderA,Nova Industries,NG,NG-531167,Consumer Goods,Inactive,0.781,2024-11-20
PRV0000443,ProviderC,Helios Capital,NG,NG-113880,Technology,Inactive,0.794,2024-11-22
PRV0000444,ProviderC,Unknown Entity,CA,CA-442175,Consumer Goods,Closed?,1.127,2024-10-16
PRV0000445,ProviderA,Albion Capital,JP,JP-965744,Telecommunications,Active,0.812,2024-12-31
PRV0000446,ProviderC,Granite Technologies ,SG,SG-356533,Healthcare,Active,0.975,2025-03-26
PRV0000447,ProviderA,Helios Energy,FR,FR-453911,Industrials,Inactive,0.769,2024-01-11
PRV0000448,ProviderC,Korefield Investments,AE,AE-252331,Technology,Active,0.661,2024-05-28
PRV0000449,ProviderA,Northbridge PLC,HK,HK-993387,Utilities,Active,0.947,2025-02-12
PRV0000450,ProviderB,Korefield PLC,CA,CA-386168,Financials,Active,0.852,2024-03-04
PRV0000451,ProviderB,Korefield Finance,N/A,AU-934177,Healthcare,Active,1.001,2024-07-08
PRV0000452,ProviderA,Westbridge Energy,FR,FR-164321,Real Estate,Active,0.925,2024-11-07
PRV0000453,ProviderA,Greenfield Industries,AU,AU-316932,Telecommunications,Active,0.808,2024-07-19
PRV0000454,ProviderC,Sterling Investments,NG,NG-660889,Industrials,Active,0.899,2024-02-25
PRV0000455,ProviderA,Summit Finance,US,US-242981,Utilities,Merged,0.89,2024-07-30
PRV0000456,ProviderA,Union Corp,JP,JP-370352,Real Estate,Inactive,1.008,2024-04-04
PRV0000457,ProviderB,Cedar Corp,DE,DE-730866,Financials,Unknown,0.899,2025-01-27
PRV0000458,ProviderA,Helios Investments,IN,IN-638962,Energy,Unknown,0.774,2024-09-01
PRV0000459,ProviderA,KOREFIELD ENERGY,ZA,ZA-988271,Industrials,Active,0.674,2025-01-29
PRV0000460,ProviderA,Silvergate Investments,GB,GB-857609,Technology,Merged,1.106,2024-01-03
PRV0000461,ProviderB,Meridian PLC,IN,IN-425454,Consumer Goods,Active,0.557,2024-06-17
PRV0000462,ProviderC,Union Investments,LU,LU-205328,Telecommunications,Active,0.729,2025-03-10
PRV0000463,ProviderB,Oakwell Ltd,AU,AU-942790,Real Estate,Active,0.623,2024-05-25
PRV0000464,ProviderA,Union Investments,CH,CH-577990,Telecommunications,Merged,0.839,2025-02-04
PRV0000465,ProviderB,BluePeak Ltd,CA,CA-328408,Industrials,Active,1.172,2024-05-04
PRV0000466,ProviderB,Oakwell Ltd,AE,AE-966500,Industrials,Active,0.815,2024-05-28
PRV0000467,ProviderA,NORTHBRIDGE INVESTMENTS,FR,FR-839679,Telecommunications,Active,0.868,2024-07-01
PRV0000468,ProviderA,Falcon Ltd,LU,LU-557030,Energy,Active,0.789,2024-09-16
PRV0000469,ProviderC,Union Energy,ZA,ZA-808004,Industrials,Active,0.867,2024-09-23
PRV0000470,ProviderA,Westbridge Investments,IE,IE-936748,Energy,Unknown,0.769,2024-10-17
PRV0000471,ProviderC,Frontier PLC,NG,NG-116356,Materials,Active,1.155,2024-05-02
PRV0000472,ProviderB,KOREFIELD CAPITAL,IE,IE-511242,Energy,Active,0.69,2024-05-28
PRV0000473,ProviderB,Atlas Corp,JP,JP-611884,Real Estate,Inactive,0.922,2025-02-01
PRV0000474,ProviderC,Greenfield Holdings ,ZA,ZA-416622,Consumer Goods,Active,0.637,2024-02-01
PRV0000475,ProviderC,PrimeEdge Holdings,BR,BR-100017,Technology,Active,0.825,2024-10-15
PRV0000476,ProviderB,Sterling Industries,DE,DE-415659,Industrials,Unknown,0.796,2024-03-11
PRV0000477,ProviderA,Greenfield Corp,FR,FR-996138,Technology,Inactive,0.66,2024-12-16
PRV0000478,ProviderB,Granite Energy,HK,HK-617179,Materials,Active,0.657,2025-03-01
PRV0000479,ProviderA,Lagos Continental Technologies,BR,BR-515533,Consumer Goods,Active,0.789,2024-07-10
PRV0000480,ProviderA,Sterling Finance,CH,CH-111532,Telecommunications,Dissolved,0.73,2024-12-19
PRV0000481,ProviderA,Greenfield Corp,US,US-649983,Financials,Inactive,0.736,2024-10-27
PRV0000482,ProviderC,Horizon Technologies,CH,CH-639519,Telecommunications,Active,0.67,2024-02-21
PRV0000483,ProviderC,Korefield Capital,JP,JP-179652,Industrials,Active,0.555,2024-08-05
PRV0000484,ProviderC,Albion Holdings,DE,DE-187033,Financials,Active,0.734,2024-01-10
PRV0000485,ProviderB,Cedar Holdings,JP,JP-703580,Industrials,Active,0.851,2024-12-20
PRV0000486,ProviderA,Unknown Entity,GB,GB-768270,Real Estate,Active,0.88,2024-09-12
PRV0000487,ProviderC,Helios PLC,DE,DE-159609,Telecommunications,Merged,0.922,2024-06-22
PRV0000488,ProviderB,Atlas Energy,GB,GB-245887,Technology,Active,0.797,2024-11-03
PRV0000489,ProviderA,OAKWELL LTD,SG,SG-610593,Telecommunications,Inactive,0.817,2024-08-13
PRV0000490,ProviderA,Falcon Finance,IN,IN-677972,Industrials,Active,0.942,2024-06-17
PRV0000491,ProviderC,Crestline Holdings,FR,FR-429562,Materials,Active,0.833,2024-04-13
PRV0000492,ProviderB,Union Energy,ZA,ZA-808004,Industrials,Active,0.69,2024-04-12
PRV0000493,ProviderC,Union Technologies,DE,DE-555940,Consumer Goods,Active,0.68,2024-09-21
PRV0000494,ProviderB,Sterling Finance,NG,NG-506206,Healthcare,Active,1.036,2024-01-11
PRV0000495,ProviderB,Falcon Industries,BR,BR-983187,Energy,Active,0.721,2024-04-24
PRV0000496,ProviderA,Atlas Energy,SG,SG-815497,Financials,Active,1.056,2024-02-22
PRV0000497,ProviderC,STERLING INDUSTRIES,BR,BR-639829,Industrials,Unknown,0.753,2024-09-27
PRV0000498,ProviderA,Greenfield Holdings,ZA,ZA-545437,Technology,Inactive,0.881,2024-10-03
PRV0000499,ProviderB,Frontier Finance,DE,DE-245048,Utilities,Active,0.677,2024-10-05
PRV0000500,ProviderC,Atlas Partners,NG,NG-660733,Telecommunications,Active,1.154,2024-10-29
PRV0000501,ProviderC,Cedar Ltd,SG,SG-174994,Technology,Active,1.006,2024-05-19
PRV0000502,ProviderC,Atlas Partners,NL,NL-698327,Utilities,Unknown,1.0,2024-05-23
PRV0000503,ProviderB,Korefield Partners,AU,AU-301766,Technology,Active,1.132,2025-03-23
PRV0000504,ProviderA,Crestline Holdings,BR,BR-347864,Real Estate,Active,0.958,2024-11-25
PRV0000505,ProviderA,BluePeak Partners,SG,SG-259841,Materials,Active,0.789,2024-12-12
PRV0000506,ProviderB,Atlas Services,DE,DE-260670,Financials,Active,0.761,2024-02-14
PRV0000507,ProviderB,Northbridge Group,CA,CA-976805,Real Estate,Active,0.928,2024-05-23
PRV0000508,ProviderA,Silvergate Corp,LU,LU-672739,Technology,Active,0.815,2024-05-06
PRV0000509,ProviderA,Westbridge Holdings,AU,AU-249464,Financials,Unknown,0.65,2025-02-06
PRV0000510,ProviderC,Oakwell Corp,NG,NG-757703,Consumer Goods,Dissolved,0.868,2024-06-08
PRV0000511,ProviderC,Northbridge Investments,AE,AE-120007,Healthcare,Merged,0.729,2024-02-27
PRV0000512,ProviderA,Meridian Technologies,IN,IN-718297,Energy,Unknown,0.737,2024-03-02
PRV0000513,ProviderC,Cedar PLC,GB,,Technology,Active,1.033,2024-11-02
PRV0000514,ProviderC,Redwood Holdings,ZA,ZA-720428,Technology,Inactive,0.609,2024-12-17
PRV0000515,ProviderC,Unknown Entity,JP,JP-642609,Technology,Unknown,1.077,2024-11-30
PRV0000516,ProviderC,Redwood Ltd,IE,IE-493757,Real Estate,Active,0.87,2024-03-06
PRV0000517,ProviderC,Sterling Energy,CA,CA-637280,Consumer Goods,Active,0.668,2024-04-05
PRV0000518,ProviderB,Frontier Capital,DE,DE-872042,Telecommunications,Inactive,0.853,2024-12-21
PRV0000519,ProviderC,ALBION LTD,FR,FR-902939,Utilities,Unknown,0.801,2024-12-11
PRV0000520,ProviderB,SILVERGATE LTD,FR,FR-668130,Healthcare,Active,0.948,2024-12-12
PRV0000521,ProviderB,Granite Ltd,GB,GB-665178,Energy,Active,1.156,2024-05-16
