entity_id,legal_name,normalized_name,country_code,registration_number,entity_type,sector,industry,status,incorporation_date,last_verified_date,source_system,created_at,updated_at
ENT000158,Nova Industries,NOVA INDUSTRIES,SG,SG-655072,SPV,Financials,Banking,Inactive,1994-02-28,2023-08-31,Issuer Feed,2023-10-07,2024-08-11
ENT000159,Redwood Investments,REDWOOD INVESTMENTS,HK,,Public Company,Utilities,Oil & Gas,Unknown,2016-05-12,2024-04-07,ProviderB,2020-12-25,2023-06-06
ENT000160,Granite Investments,GRANITE INVESTMENTS,IN,IN-468722,Private Company,Financials,Private Equity,Active,1980-09-19,2024-04-19,Manual Upload,2020-06-26,2023-03-10
ENT000161,Helios Ltd,HELIOS,JP,JP-187627,Private Company,Healthcare,Software,Unknown,2000-10-17,2024-05-30,Manual Upload,2024-03-14,2024-07-24
ENT000162,Falcon Services,FALCON SERVICES,DE,DE-274209,Financial Institution,Utilities,Banking,Active,2006-04-21,2022-04-09,ProviderB,2023-04-20,2023-03-14
ENT000163,Union Holdings,UNION,AE,AE-105210,Company?,Real Estate,Logistics,Active,1990-07-08,2021-05-28,Internal Master,2022-01-05,2024-04-02
ENT000164,Sterling Limited,STERLING,CH,CH-981619,Financial Institution,Telecommunications,Private Equity,Active,2014-06-05,2024-12-25,ProviderB,2022-07-25,2023-07-21
ENT000165,Riverstone Technologies,RIVERSTONE TECHNOLOGIES,AE,AE-873737,Public Company,Energy,Private Equity,Active,1983-06-30,2023-10-20,ProviderB,2024-02-19,2024-07-20
ENT000166,Meridian Capital,MERIDIAN CAPITAL,AE,AE-463432,Private Company,Telecommunications,Mining,Active,2008-08-07,2022-06-06,Issuer Feed,2023-11-24,2024-12-28
ENT000167,Cedar Corporation,CEDAR,SG,SG-103895,SPV,Financials,Telecom Services,Active,2007-11-13,2024-05-29,Internal Master,2023-08-17,2024-10-26
ENT000168,,,US,US-401736,Private Company,Technology,Private Equity,Active,2014-08-28,2022-06-01,KYC Platform,2022-08-28,2024-08-14
ENT000169,Union Group,UNION,JP,JP-490657,Fund,Energy,Power Generation,Active,1989-02-09,2023-12-31,ProviderA,2023-03-28,2024-05-22
ENT000170,Sterling Finance,STERLING FINANCE,HK,HK-252107,Private Company,Materials,Banking,Dissolved,1986-10-26,2024-11-04,ProviderB,2022-08-10,2023-03-02
ENT000171,Falcon Group,FALCON,GB,GB-695515,Financial Institution,Healthcare,Logistics,Active,2005-07-16,2024-01-27,Internal Master,2022-01-25,2025-01-19
ENT000172,Falcon Technologies,FALCON TECHNOLOGIES,AE,AE-997988,Private Company,Consumer Goods,Retail,Unknown,2022-10-02,2023-08-16,KYC Platform,2023-01-11,2024-12-26
ENT000173,Westbridge Holdings,WESTBRIDGE,NL,NL-859522,Financial Institution,Utilities,Logistics,Active,2014-07-15,2021-10-07,Internal Master,2020-02-07,2023-02-19
ENT000174,,,AU,AU-870445,Private Company,Materials,Private Equity,Active,1989-04-19,2024-09-25,Manual Upload,2023-09-19,2024-09-10
ENT000175,BluePeak PLC,BLUEPEAK,LU,LU-847840,Private Company,Materials,Mining,Active,1997-12-11,2022-09-15,Issuer Feed,2021-06-01,2023-03-26
ENT000176,Meridian Limited,MERIDIAN,AE,AE-162975,Private Company,Energy,Retail,Active,1991-09-27,2023-06-30,Manual Upload,2022-06-14,2024-04-21
ENT000177,Cedar Energy,CEDAR ENERGY,BR,BR-596338,Private Company,Healthcare,Banking,Active,2014-04-24,2023-06-13,KYC Platform,2022-12-27,2023-07-17
ENT000178,Union Finance,UNION FINANCE,HK,HK-609177,Financial Institution,Industrials,Pharmaceuticals,Active,2002-07-17,2021-12-27,Manual Upload,2021-06-22,2023-04-11
ENT000179,Riverstone Services,RIVERSTONE SERVICES,AU,AU-190833,Financial Institution,Utilities,Oil & Gas,Active,1999-04-01,2023-06-01,ProviderA,2021-06-26,2023-07-01
ENT000180,,,CA,,Financial Institution,Healthcare,Logistics,Active,1980-03-24,2022-07-25,Internal Master,2020-10-17,2023-09-10
ENT000181,Silvergate Services,SILVERGATE SERVICES,AU,AU-608689,Financial Institution,Technology,Software,Unknown,2007-11-18,2022-05-26,Manual Upload,2020-06-11,2023-10-03
ENT000182,Sterling Services,STERLING SERVICES,AE,AE-744202,Fund,Utilities,Banking,Active,1999-06-20,2024-06-08,KYC Platform,2023-12-18,2023-08-26
ENT000183,Atlas Technologies,ATLAS TECHNOLOGIES,US,US-288195,Private Company,Industrials,Oil & Gas,Active,1981-09-29,2023-11-21,Issuer Feed,2022-04-30,2024-01-01
ENT000184,Lagos Continental Group,LAGOS CONTINENTAL,BR,BR-535674,Financial Institution,Utilities,Logistics,Active,1988-08-11,2022-12-17,ProviderA,2023-01-20,2024-05-19
ENT000185,Northbridge Investments,NORTHBRIDGE INVESTMENTS,JP,JP-167684,Public Company,Healthcare,Oil & Gas,Active,2011-12-18,2021-01-28,ProviderB,2020-09-10,2024-01-02
ENT000186,Helios Industries,HELIOS INDUSTRIES,SG,SG-199349,Government Entity,Industrials,Banking,Active,2012-12-14,2023-11-02,Issuer Feed,2023-11-01,2024-04-08
ENT000187,Crestline Capital,CRESTLINE CAPITAL,ZA,ZA-622202,Private Company,Financials,Software,Inactive,2001-09-22,2023-12-15,ProviderB,2021-05-17,2023-10-31
ENT000188,Westbridge Ltd,WESTBRIDGE,SG,SG-601334,Fund,Financials,Telecom Services,Active,2013-05-04,2021-09-01,Internal Master,2022-01-25,2023-08-07
ENT000189,Redwood Investments,REDWOOD INVESTMENTS,NG,NG-775076,Private Company,Financials,Telecom Services,Active,2012-06-26,2024-01-11,ProviderA,2022-04-04,2023-04-27
ENT000190,Summit Holdings,SUMMIT,LU,,Private Company,Energy,Pharmaceuticals,Active,2007-02-02,2022-08-08,ProviderB,2023-05-06,2023-09-03
ENT000191,Northbridge Finance,NORTHBRIDGE FINANCE,US,US-270999,Public Company,Healthcare,Telecom Services,Active,1989-03-03,2023-12-07,Issuer Feed,2020-07-09,2023-06-01
ENT000192,Granite Holdings,GRANITE,CH,CH-407074,Private Company,Financials,Oil & Gas,Active,1998-07-21,2024-05-11,ProviderB,2024-01-29,2024-02-14
ENT000193,Northbridge Ltd,NORTHBRIDGE,US,US-870286,Private Company,Energy,Power Generation,Unknown,2015-12-02,2023-10-21,ProviderB,2020-07-03,2024-05-31
ENT000194,Korefield Corporation,KOREFIELD,IN,IN-145725,Private Company,Real Estate,Banking,Active,1993-08-25,2024-10-06,KYC Platform,2022-11-12,2024-10-29
ENT000195,Westbridge PLC,WESTBRIDGE,HK,HK-845451,Private Company,Real Estate,Oil & Gas,Active,2009-01-15,2021-04-22,Internal Master,2020-12-10,2023-08-21
ENT000196,Redwood PLC,REDWOOD,IE,IE-950685,Private Company,Technology,Mining,Inactive,2016-05-28,2022-04-19,KYC Platform,2024-02-25,2023-04-10
ENT000197,Summit Partners,SUMMIT PARTNERS,CH,CH-189951,Private Company,Materials,Logistics,Active,2003-06-18,2021-03-28,ProviderA,2022-08-29,2024-10-05
ENT000198,Greenfield Services,GREENFIELD SERVICES,AU,AU-227619,Government Entity,Energy,Retail,Inactive,2002-04-23,2021-09-10,Manual Upload,2024-03-31,2024-07-26
ENT000199,Korefield PLC,KOREFIELD,,LU-715835,Public Company,Financials,Pharmaceuticals,Inactive,1988-04-03,2022-06-30,ProviderA,2024-03-12,2023-09-07
ENT000200,Cedar Group,CEDAR,JP,JP-527546,Private Company,Healthcare,Telecom Services,Active,2001-11-04,2021-02-04,ProviderA,2021-03-15,2025-02-24
ENT000201,Union Investments,UNION INVESTMENTS,FR,FR-988831,Private Company,Technology,Power Generation,Active,1981-11-02,2022-08-02,ProviderB,2021-01-27,2024-05-21
ENT000202,Helios Finance,HELIOS FINANCE,CH,CH-590208,Private Company,Financials,Power Generation,Active,1984-12-27,2021-07-06,ProviderB,2020-07-03,2024-08-14
ENT000203,Albion Technologies,ALBION TECHNOLOGIES,AU,AU-689591,,Real Estate,Software,Active,2027-02-09,2020-11-17,KYC Platform,2023-03-27,2023-10-05
ENT000204,Crestline PLC,CRESTLINE,CA,CA-313378,Fund,Materials,Telecom Services,Active,1989-08-10,2024-05-05,Issuer Feed,2020-02-10,2023-12-15
ENT000205,Granite Limited,GRANITE,IN,IN-392038,Private Company,Technology,Power Generation,Active,1995-04-14,2023-12-24,Manual Upload,2020-11-06,2023-10-03
ENT000206,BluePeak Holdings,BLUEPEAK,US,,Private Company,Healthcare,Logistics,Merged,1995-11-11,2022-10-28,Manual Upload,2024-02-01,2024-07-31
ENT000207,Nova Ltd,NOVA,JP,JP-232183,Private Company,Utilities,Pharmaceuticals,Active,2000-10-26,2023-04-09,ProviderA,2022-11-09,2024-10-05
ENT000208,Northbridge Industries,NORTHBRIDGE INDUSTRIES,IE,IE-201824,Private Company,Materials,Telecom Services,Active,2010-09-30,2022-03-03,KYC Platform,2022-01-10,2024-11-10
ENT000209,Union Ltd,UNION,BR,BR-903484,Private Company,Technology,Retail,Active,1999-08-17,2022-12-11,ProviderA,2020-08-14,2023-09-20
ENT000210,Cedar Technologies,CEDAR TECHNOLOGIES,AU,AU-162959,Fund,Telecommunications,Software,Active,2017-03-10,2024-02-08,Issuer Feed,2023-10-20,2024-08-29
ENT000211,Granite Industries,GRANITE INDUSTRIES,DE,DE-564818,Private Company,Financials,Mining,Active,2001-03-19,2023-02-01,Internal Master,2020-03-16,2024-06-23
ENT000212,Frontier Partners,FRONTIER PARTNERS,ZA,ZA-557313,SPV,Consumer Goods,Retail,Active,2023-09-07,2024-03-05,Manual Upload,2023-05-04,2023-01-11
ENT000213,Crestline PLC,CRESTLINE,JP,JP-150313,Private Company,Materials,Retail,Active,2023-12-22,2022-12-10,ProviderB,2021-06-24,2024-09-19
ENT000214,Silvergate Corporation,SILVERGATE,NG,NG-857817,Private Company,Industrials,Software,Active,1998-10-21,2022-06-14,Issuer Feed,2023-01-22,2023-04-14
ENT000215,Northbridge Investments,NORTHBRIDGE INVESTMENTS,AU,AU-550624,Private Company,Telecommunications,Telecom Services,Active,2013-09-05,2024-07-31,Issuer Feed,2021-04-29,2023-04-12
ENT000216,Atlas Investments,ATLAS INVESTMENTS,CA,CA-214082,Public Company,Telecommunications,Mining,Active,1999-12-09,2024-08-09,ProviderB,2020-01-25,2023-03-26
ENT000217,PrimeEdge Ltd,PRIMEEDGE,CH,CH-215838,Private Company,Telecommunications,Power Generation,Active,2018-07-03,2021-12-01,Manual Upload,2023-05-23,2024-03-09
ENT000218,Crestline Ltd,CRESTLINE,NL,NL-730556,Government Entity,Telecommunications,Retail,Inactive,2013-09-14,2022-11-08,ProviderA,2023-10-05,2023-01-26
ENT000219,Oakwell Services,OAKWELL SERVICES,IN,IN-657716,SPV,Real Estate,Telecom Services,Active,1994-11-21,2024-02-03,Issuer Feed,2023-01-28,2024-02-03
ENT000220,Atlas Capital,ATLAS CAPITAL,JP,JP-471358,Private Company,Financials,Software,Active,1994-02-18,2022-01-17,Manual Upload,2020-09-04,2024-07-17
ENT000221,Union Group,UNION,SG,SG-464640,Private Company,Real Estate,Banking,Active,2018-10-01,2023-12-31,Internal Master,2022-01-09,2024-02-27
ENT000222,Riverstone Energy,RIVERSTONE ENERGY,DE,DE-131701,Financial Institution,Materials,Telecom Services,Active,2003-10-13,2024-08-07,Manual Upload,2022-05-25,2023-07-30
ENT000223,Albion Industries,ALBION INDUSTRIES,AE,AE-128667,Public Company,Materials,Oil & Gas,Active,2010-07-27,2021-12-11,Manual Upload,2023-07-26,2023-09-21
ENT000224,Cedar Finance,CEDAR FINANCE,IE,IE-582374,Private Company,Healthcare,Banking,Unknown,2009-10-14,2021-08-12,ProviderB,2023-06-29,2024-07-23
ENT000225,Meridian Group,MERIDIAN,BR,BR-427290,Financial Institution,Consumer Goods,Power Generation,Active,1987-04-19,2024-10-12,Manual Upload,2023-12-29,2023-09-25
ENT000226,Union Services,UNION SERVICES,BR,BR-326807,Private Company,Healthcare,Logistics,Active,1990-05-24,2024-12-26,Internal Master,2022-11-03,2024-06-09
ENT000227,Albion Limited,ALBION,SG,SG-441189,Public Company,Real Estate,Private Equity,Dissolved,2019-08-13,2024-06-08,ProviderA,2024-03-23,2024-06-26
ENT000228,Oakwell Technologies,OAKWELL TECHNOLOGIES,HK,HK-644728,Private Company,Industrials,Private Equity,Active,1992-04-20,2023-06-15,Issuer Feed,2023-09-06,2024-02-18
ENT000229,Riverstone Partners,RIVERSTONE PARTNERS,GB,GB-363884,Fund,Healthcare,Oil & Gas,Active,2018-03-17,2021-05-05,Manual Upload,2020-11-24,2023-10-21
ENT000230,Silvergate Ltd,SILVERGATE,NG,NG-414390,Public Company,Telecommunications,Power Generation,Active,1995-09-02,2024-08-30,Internal Master,2023-03-09,2023-02-17
ENT000231,Redwood Ltd,REDWOOD,US,US-354513,Fund,Financials,Pharmaceuticals,Unknown,2017-04-01,2021-10-18,Issuer Feed,2020-05-19,2024-08-10
ENT000232,Redwood Capital,REDWOOD CAPITAL,HK,HK-699806,Private Company,Healthcare,Power Generation,Active,2005-06-01,2021-09-19,Internal Master,2023-05-26,2023-08-29
ENT000233,Northbridge Finance,NORTHBRIDGE FINANCE,DE,DE-149309,Private Company,Technology,Banking,Active,1984-05-14,2023-11-14,Issuer Feed,2020-12-29,2023-12-25
ENT000234,BluePeak Partners,BLUEPEAK PARTNERS,CH,CH-926652,Private Company,Healthcare,Logistics,Dissolved,1991-11-24,2022-07-23,Manual Upload,2021-05-05,2023-01-22
ENT000235,BluePeak Finance,BLUEPEAK FINANCE,AU,AU-599057,Government Entity,Industrials,Telecom Services,Inactive,1989-02-27,2024-06-21,ProviderB,2022-07-31,2024-08-08
ENT000236,Redwood Corporation,REDWOOD,BR,BR-320089,Private Company,Financials,Logistics,Unknown,1990-01-04,2024-06-29,Internal Master,2021-09-14,2024-12-19
ENT000237,Crestline Energy,CRESTLINE ENERGY,LU,LU-783516,SPV,Real Estate,Retail,Active,1986-07-30,2024-03-22,ProviderA,2022-11-29,2024-11-24
ENT000238,Falcon Investments,FALCON INVESTMENTS,US,US-945855,Private Company,Industrials,Banking,Unknown,2006-10-27,2024-05-08,KYC Platform,2022-04-03,2023-09-01
ENT000239,Silvergate Limited,SILVERGATE,AE,AE-152388,Public Company,Healthcare,Banking,Active,2015-08-10,2023-03-09,Issuer Feed,2022-11-10,2023-03-12
ENT000240,Horizon Ltd,HORIZON,NL,NL-283877,Private Company,Energy,Telecom Services,Active,2021-03-10,2024-06-27,KYC Platform,2022-08-20,2023-03-16
ENT000241,Cedar Corporation,CEDAR,IN,IN-229524,Private Company,Materials,Logistics,Dissolved,2018-12-24,2024-08-30,ProviderB,2020-12-04,2023-10-27
ENT000242,Nova Corporation,NOVA,IE,,Private Company,Real Estate,Retail,Active,2018-11-21,2022-02-14,KYC Platform,2023-02-09,2023-01-02
ENT000243,Lagos Continental Holdings,LAGOS CONTINENTAL,CH,CH-764839,Government Entity,Industrials,Pharmaceuticals,Active,2019-10-21,2022-09-14,Manual Upload,2024-04-23,2023-05-22
ENT000244,Helios Technologies,HELIOS TECHNOLOGIES,CA,CA-273430,Financial Institution,Healthcare,Banking,Active,2004-12-23,2023-06-22,Issuer Feed,2022-07-01,2024-04-27
ENT000245,Frontier Partners,FRONTIER PARTNERS,GB,GB-445185,Government Entity,Industrials,Power Generation,Merged,2016-02-24,2024-06-09,Internal Master,2022-09-24,2023-02-03
ENT000246,Granite Services,GRANITE SERVICES,AE,AE-833424,Private Company,Materials,Oil & Gas,Active,2007-12-04,2022-07-24,ProviderA,2023-03-12,2024-05-04
ENT000247,Redwood Partners,REDWOOD PARTNERS,FR,FR-650585,Private Company,Technology,Power Generation,Merged,1986-01-15,2022-01-16,ProviderB,2020-05-18,2024-11-15
ENT000248,Cedar Capital,CEDAR CAPITAL,NL,NL-709799,Fund,Telecommunications,Banking,Active,1981-01-26,2022-04-14,ProviderA,2020-09-04,2025-02-23
ENT000249,Atlas Capital,ATLAS CAPITAL,AU,AU-187929,Private Company,Materials,Mining,Active,1984-04-19,2024-03-14,Issuer Feed,2022-07-05,2025-02-05
ENT000250,Granite Capital,GRANITE CAPITAL,NL,NL-973749,Government Entity,Utilities,Software,Active,1995-03-19,2023-01-30,Manual Upload,2021-10-10,2023-08-16
ENT000251,Atlas Industries,ATLAS INDUSTRIES,CH,CH-174445,Financial Institution,Real Estate,Private Equity,Unknown,2001-12-17,2022-01-08,KYC Platform,2023-02-10,2024-05-24
ENT000252,Union Services,UNION SERVICES,US,US-738843,Private Company,Materials,Banking,Active,2008-02-03,2023-11-11,Manual Upload,2024-02-08,2023-02-06
ENT000253,Nova Energy,NOVA ENERGY,IE,IE-675505,Financial Institution,Financials,Logistics,Active,2002-12-10,2023-08-23,ProviderB,2023-07-08,2023-07-08
ENT000254,Meridian Holdings,MERIDIAN,AE,AE-471367,Financial Institution,Technology,Logistics,Active,1996-02-12,2023-01-28,Issuer Feed,2020-12-22,2024-09-06
ENT000255,Nova Holdings,NOVA,NG,NG-854312,Private Company,Energy,Oil & Gas,Unknown,2012-03-29,2023-06-25,Issuer Feed,2021-05-19,2023-06-11
ENT000256,Union Investments,UNION INVESTMENTS,DE,DE-903186,Financial Institution,Consumer Goods,Logistics,Inactive,2017-11-22,2021-12-03,ProviderA,2020-08-23,2023-08-29
ENT000257,Silvergate Corporation,SILVERGATE,XX,AU-163248,Public Company,Industrials,Software,Active,1989-10-21,2021-09-24,Issuer Feed,2020-06-09,2023-11-20
ENT000258,Granite Ltd,GRANITE,HK,HK-962314,Public Company,Financials,Logistics,Active,1991-07-06,2024-03-25,KYC Platform,2023-05-07,2023-09-18
ENT000259,Westbridge Limited,WESTBRIDGE,NL,NL-317007,Private Company,Consumer Goods,Pharmaceuticals,Active,2020-12-16,2023-09-21,KYC Platform,2023-02-10,2024-08-06
ENT000260,Lagos Continental Partners,LAGOS CONTINENTAL PARTNERS,LU,LU-812488,Private Company,Energy,Oil & Gas,Active,2022-09-13,2024-11-29,ProviderA,2020-11-15,2024-12-17
ENT000261,Helios PLC,HELIOS,DE,DE-838668,Private Company,Industrials,Power Generation,Merged,1993-08-20,2024-10-03,ProviderA,2023-03-03,2024-02-29
ENT000262,BluePeak Corporation,BLUEPEAK,CA,CA-600975,Financial Institution,Healthcare,Retail,Active,2002-05-31,2022-06-15,Manual Upload,2022-01-21,2024-03-29
ENT000263,Cedar Group,CEDAR,HK,HK-876951,Private Company,Real Estate,Private Equity,Active,2005-06-03,2022-11-07,KYC Platform,2023-12-09,2024-07-31
ENT000264,Granite PLC,GRANITE,DE,DE-843188,Private Company,Telecommunications,Private Equity,Active,2007-12-05,2024-05-25,Internal Master,2023-03-14,2023-11-12
ENT000265,Westbridge Services,WESTBRIDGE SERVICES,IE,IE-570367,Fund,Telecommunications,Software,Active,2018-01-08,2021-01-05,KYC Platform,2021-03-20,2023-12-25
ENT000266,Oakwell PLC,OAKWELL,DE,DE-261140,Public Company,Real Estate,Software,Active,1984-08-26,2024-06-16,KYC Platform,2022-03-07,2025-01-19
ENT000267,Riverstone Holdings,RIVERSTONE,CA,CA-491107,SPV,Energy,Mining,Active,2003-01-11,2021-09-03,Issuer Feed,2021-01-18,2023-10-31
ENT000268,Oakwell PLC,OAKWELL,ZA,ZA-910314,Private Company,Technology,Pharmaceuticals,Active,1989-07-11,2022-01-16,Manual Upload,2024-01-20,2023-07-29
ENT000269,Lagos Continental Ltd,LAGOS CONTINENTAL,SG,SG-282438,Financial Institution,Utilities,Banking,Active,2013-02-25,2018-04-05,KYC Platform,2022-04-24,2023-01-17
ENT000270,Meridian Limited,MERIDIAN,JP,JP-999602,Fund,Utilities,Retail,Active,2006-03-30,2023-10-28,Internal Master,2023-12-12,2023-01-17
ENT000271,Greenfield Limited,GREENFIELD,LU,LU-263534,Public Company,Financials,Mining,Active,2012-12-14,2022-06-02,ProviderB,2022-04-19,2024-08-29
ENT000272,BluePeak PLC,BLUEPEAK,NL,NL-698625,Public Company,Technology,Software,Active,2019-10-31,2024-10-03,ProviderA,2022-04-05,2023-07-02
ENT000273,PrimeEdge Limited,PRIMEEDGE,NL,NL-676886,Public Company,Technology,Telecom Services,Active,2014-10-04,2024-02-18,Internal Master,2020-10-30,2024-08-07
ENT000274,Crestline Partners,CRESTLINE PARTNERS,US,US-276299,Financial Institution,Financials,Pharmaceuticals,Active,2017-07-31,2023-12-17,Manual Upload,2024-04-26,2023-02-04
ENT000275,Albion Industries,ALBION INDUSTRIES,FR,FR-525075,Fund,Telecommunications,Pharmaceuticals,Active,2015-09-07,2024-02-03,ProviderA,2023-01-09,2024-09-19
ENT000276,PrimeEdge Capital,PRIMEEDGE CAPITAL,US,US-229992,Private Company,Financials,Logistics,Active,2007-07-08,2021-02-13,ProviderA,2021-04-24,2023-11-18
ENT000277,PrimeEdge Group,PRIMEEDGE,JP,JP-428292,Private Company,Real Estate,Oil & Gas,Active,1997-04-07,2024-04-17,ProviderB,2023-10-10,2024-10-05
ENT000278,Union Technologies,UNION TECHNOLOGIES,FR,FR-963472,Financial Institution,Consumer Goods,Pharmaceuticals,Active,1994-10-17,2023-06-03,ProviderB,2021-01-19,2024-10-17
ENT000279,Redwood Services,REDWOOD SERVICES,SG,SG-148859,Private Company,Utilities,Software,Active,1995-12-30,2016-07-23,KYC Platform,2020-06-08,2024-03-26
ENT000280,Frontier Corporation,FRONTIER,JP,JP-884216,SPV,Industrials,Private Equity,Inactive,2006-09-21,2024-02-12,ProviderA,2023-01-05,2025-02-08
ENT000281,Meridian Limited,MERIDIAN,IN,IN-709760,SPV,Materials,Software,Active,2015-05-09,2021-06-04,Issuer Feed,2023-05-13,2025-01-16
ENT000282,Albion PLC,ALBION,IE,IE-773810,Private Company,Technology,Private Equity,Inactive,1996-02-25,2023-06-23,Internal Master,2022-07-29,2024-07-06
ENT000283,Westbridge Holdings,WESTBRIDGE,US,US-353908,Private Company,Consumer Goods,Banking,Active,2005-07-03,2023-04-12,Manual Upload,2023-03-17,2024-01-24
ENT000284,Sterling Holdings,STERLING,CH,CH-954206,Private Company,Financials,Logistics,Active,1998-03-17,2021-02-11,Manual Upload,2021-02-16,2024-12-31
ENT000285,Horizon Technologies,HORIZON TECHNOLOGIES,CH,CH-328066,Private Company,Real Estate,Software,Active,2006-09-26,2022-07-02,KYC Platform,2021-03-31,2025-02-03
ENT000286,Granite Capital,GRANITE CAPITAL,CA,CA-553062,Financial Institution,Consumer Goods,Logistics,Active,2016-01-09,2021-06-25,Internal Master,2021-09-01,2023-11-19
ENT000287,Cedar Limited,CEDAR,BR,BR-133112,Fund,Energy,Power Generation,Active,1998-02-14,2017-10-13,Issuer Feed,2020-12-06,2023-09-13
ENT000288,Northbridge Capital,NORTHBRIDGE CAPITAL,HK,HK-898970,Financial Institution,Real Estate,Mining,Inactive,1997-06-18,2024-03-17,Issuer Feed,2021-01-17,2023-08-27
