trade_id,counterparty_entity_id,counterparty_name,issuer_id,issuer_name,instrument_type,instrument_id,isin,trade_date,settlement_date,notional_amount,currency,risk_country,booking_country,exchange_mic,kyc_status,counterparty_risk_rating,lei,sector,source_system,provider_name,provider_confidence_score,ingestion_timestamp,last_verified_date,synthetic_issue_tags
TRD-00000077,ENT-000087,Cobalt Telecoms SA,ISS-000094,Summit Mining Inc,Fund,FUN-553980,LUCIM09Q9WX2,2025-07-16,2025-07-21,1610096.04,EUR,LU,LU,XLUX,Approved,Low,LZ16UFZGLI4UPAQYP2RV,Healthcare,PrimeBrokerFeed,ProviderA,1.35,2025-07-17 09:28:00,2024-09-05,invalid_or_low_provider_confidence
TRD-00000078,ENT-000193,,ISS-000086,Crescent Foods Ltd,Derivative,DER-571727,CH14SS5F1PJ6,2026-03-11,2026-03-14,-1000000,JPY,JP,JP,XSWX,Approved,Low,LM5MPPQNOMPWJGHF5A8C,Utilities,ReferenceDataHub,ProviderA,0.918,2026-03-12 10:05:00,2025-05-26,invalid_notional_amount;missing_or_weak_counterparty_name
TRD-00000079,ENT-000175,Redwood Pharma PLC,ISS-ORPHAN-4818,Orion Capital Limited,Private Equity,PRI-882304,CHYS8317QKY3,2025-03-14,2025-03-15,2868992.17,USD,US,US,XSWX,Approved,Medium,8AECEW6GSTFS2YZB4K8O,Industrials,OMS,ProviderB,0.6539,2025-03-14 17:12:00,2025-01-15,low_provider_confidence;orphan_issuer_id
TRD-00000080,ENT-000032,Union Partners PLC,ISS-000114,Northstar Industries BV,Equity,EQU-898665,HKANBX94IHDW,2026-06-04,2026-06-04,6679745.21,USD,LU,LU,XHKG,Approved,High,PH90O7Y22T1TDGNNQFKP,Industrials,OMS,ProviderB,0.6892,2026-06-04 15:44:00,2025-11-22,low_provider_confidence
TRD-00000081,ENT-000129,Pioneer Holdings SA,ISS-000073,Sterling Pharma Inc,Equity,EQU-901566,HKJYRDXP03L2,2025-06-15,2025-06-15,1762332.45,USD,US,US,XHKG,Pending,Low,8WAVAYTGN7P05DJRFCO7,Telecommunications,ReferenceDataHub,InternalGoldenSource,0.6244,2025-06-15 10:43:00,2024-03-31,low_provider_confidence
TRD-00000082,ENT-000251,Apex Partners LP,ISS-000081,Summit Capital Limited,Private Equity,PRI-586950,CA6J0H5AJQO4,2025-07-14,2025-07-11,522523.53,CAD,CH,CH,XTSE,Approved,Low,YU7CG8W1RVRRGQZ3PM7V,Industrials,CustodyPlatform,ProviderB,0.6726,2025-07-16 03:29:00,2023-04-20,low_provider_confidence;settlement_before_trade_date
TRD-00000040,ENT-000009,Meridian Pharma LP,ISS-000101,Apex Mining PLC,Fund,FUN-299172,NGYQ9N2OURNZ,2025-06-03,2025-06-05,449032.03,NGN,FR,FR,XNSA,Expired,Low,N8I4P40MGG1W103DGDZV,Energy,CustodyPlatform,InternalGoldenSource,0.7802,2025-06-04 11:14:00,2023-11-18,duplicate_trade_id
TRD-00000084,ENT-000324,Cobalt Foods LLC,ISS-000041,Union Industries Inc,Private Equity,PRI-692789,CAMDLMQ02GKF,2025-11-15,2025-11-22,3353315.83,EUR,LU,LU,XTSE,Approved,Low,6HDXQ6WHDH2TA3VP8OWT,Healthcare,CustodyPlatform,ProviderA,0.6266,2025-11-15 16:23:00,2024-10-28,low_provider_confidence
TRD-00000085,ENT-000165,Harbour Markets GmbH,ISS-000201,Falcon Energy BV,Private Equity,PRI-200225,DEV3IRTZE4Y4,2025-08-23,2025-08-30,4357485.23,EUR,US,US,XETR,Rejected,Medium,97XGCK5I0GQMMHZN3MVG,Telecommunications,CustodyPlatform,ProviderB,0.8507,2025-08-25 17:56:00,2024-10-06,
TRD-00000086,ENT-000325,Helios Telecoms Inc,ISS-000001,Meridian Pharma PLC,Private Equity,PRI-964169,FRWFS668FROG,2025-12-31,2026-01-14,3401769.32,USD,SG,SG,XPAR,Approved,High,Y7PGU7MX3GJ10FFD1I4N,Utilities,ReferenceDataHub,ProviderB,0.9744,2026-01-02 20:12:00,2023-04-09,stale_reference_record
TRD-00000087,ENT-000330,Lagoon Telecoms Ltd,ISS-000196,Bluewater Logistics Ltd,Private Credit,PRI-386840,FR62ZDHTZ4LP,2025-03-22,2025-03-24,1684865.5,US,NL,NL,XPAR,Approved,Low,7M46BH8LBRNP2F8UZC5B,Consumer Goods,CustodyPlatform,ProviderC,0.6932,2025-03-22 13:59:00,2024-05-04,invalid_currency;low_provider_confidence
TRD-00000088,ENT-000168,Falcon Markets PLC,ISS-000157,Crescent Capital LLC,Fund,FUN-166980,JP1MWXE2KC6Q,2025-02-05,2025-02-12,2641829.66,USD,HK,HK,XTKS,Approved,High,W9408S1A7GBYJDDMRKSQ,Industrials,OMS,ProviderB,0.6761,2025-02-05 16:31:00,2023-02-01,low_provider_confidence
TRD-00000089,ENT-000046,Bluewater Capital SA,ISS-000209,Lagoon Markets Ltd,Equity,EQU-244360,NLOSQYWEKSE8,,2026-03-31,4832340.94,CAD,CA,CA,XAMS,Approved,Low,8IY3X80J0G50RCXN22PX,Energy,ManualUpload,ProviderC,0.7395,2026-04-06 05:09:00,2024-02-18,invalid_trade_date;settlement_before_trade_date
TRD-00000090,ENT-000261,Helios Holdings Inc,ISS-000231,Cobalt Telecoms Ltd,Bond,BON-305282,CAKXCSJBGNU6,2026-02-11,2026-02-12,782643.99,CAD,NL,NL,XTSE,Approved,Low,5FTW0A9PMH7GX86O3NRD,Technology,PrimeBrokerFeed,ProviderC,0.7653,2026-02-12 08:21:00,2025-07-19,
TRD-00000091,ENT-000153,Cedar Pharma BV,ISS-000214,Orion Infrastructure LLC,Fund,FUN-635926,CAI119IH2HXW,2025-08-08,2025-08-13,1632978.41,EUR,LU,LU,XTSE,Rejected,Low,FOWOT0VXQS3H4DE4M6HY,Real Estate,OMS,ProviderC,0.6246,2025-08-09 08:13:00,2023-03-28,low_provider_confidence
TRD-00000092,ENT-000128,Sahara Holdings LLC,ISS-000020,Crescent Holdings Ltd,Equity,EQU-485928,USYMPXPMFB0B,2025-04-20,2025-04-20,6358952.98,USD,LU,LU,XNYS,Approved,Low,E3STUF93AXMSTP3X5M8P,Industrials,EMS,ProviderB,0.9792,2025-04-20 12:03:00,2024-11-07,
TRD-00000093,ENT-000350,Sterling Capital GmbH,ISS-000203,Bluewater Pharma PLC,Equity,EQU-123654,BADISIN,2026-05-03,2026-05-04,714440.16,EUR,GB,GB,XPAR,Approved,High,27WOC36V12310X5URYBL,Utilities,ReferenceDataHub,InternalGoldenSource,0.6434,2026-05-04 10:17:00,2024-10-09,invalid_isin;low_provider_confidence
TRD-00000094,ENT-000104,Redwood Markets BV,ISS-000206,Summit Capital Ltd,Fund,FUN-998627,AUGNCIAX08EV,2025-01-25,2025-02-01,800876.45,AUD,HK,HK,XASX,Approved,Low,GFAT2XRGIFL129960GBF,Consumer Goods,CustodyPlatform,InternalGoldenSource,0.913,2025-01-28 00:53:00,2022-08-14,
TRD-00000095,ENT-000298,Bluewater Markets Limited,ISS-000103,Nile Foods Inc,Fund,FUN-731402,NLSBTKLZMEJE,2026-04-24,2026-04-26,21589928.3,EUR,HK,HK,XAMS,Approved,Low,14PRJX4XTBCDPQ9YTXH8,Technology,PrimeBrokerFeed,ProviderB,0.7431,2026-04-26 07:05:00,2025-04-20,
TRD-00000096,ENT-000072,Bluewater Partners GmbH,ISS-000209,Lagoon Markets Ltd,Derivative,DER-703418,NLOSQYWEKSE8,2025-07-30,2025-08-13,509693.0,AUD,AU,AU,XAMS,Approved,Low,2NS5MHIE2L2FUWE98STK,Industrials,OMS,ProviderC,0.9658,2025-08-01 18:06:00,2025-06-17,
TRD-00000097,ENT-000055,Apex Industries GmbH,ISS-ORPHAN-5846,Union Capital Inc,Derivative,DER-965318,HKY1KDGW4LDH,2026-04-10,2026-04-11,1780549.3,USD,US,US,XHKG,Approved,Medium,NIQSUHA51LIY8O69WEZC,Telecommunications,EMS,ProviderA,0.9721,2026-04-12 03:19:00,2024-02-26,orphan_issuer_id
TRD-00000098,ENT-000107,Helios Industries LP,ISS-000078,Pioneer Logistics LLC,Private Equity,PRI-665200,USKXHVP8HST4,2026-05-05,2026-05-12,1982729.53,USD,NL,NL,XNYS,Approved,Low,ULZUS5PUYRZXHM8L9B3N,Utilities,OMS,InternalGoldenSource,0.8748,2026-05-07 01:48:00,2024-02-08,
TRD-00000099,ENT-000233,Apex Capital Ltd,ISS-000098,Cobalt Industries GmbH,Private Equity,PRI-110793,NGR9HKOC8PSC,2025-12-12,2025-12-13,555051.75,EUR,FR,FR,XNSA,Rejected,Medium,3HN00CVW9NAMSQETT69U,Financials,ReferenceDataHub,ProviderB,0.8396,2025-12-14 04:06:00,2025-05-04,
TRD-00000100,ENT-000232,Sahara Infrastructure Limited,ISS-000076,Sterling Logistics LP,Private Equity,PRI-105969,HK68HZAMA18W,2025-02-10,2025-02-12,1275100.69,JPY,JP,JP,XHKG,Approved,High,NNDG7F4S1UQ7WI5755LO,Healthcare,CustodyPlatform,ProviderB,0.9058,2025-02-12 14:15:00,2023-10-05,
TRD-00000101,ENT-000225,Helios Pharma BV,ISS-000128,Harbour Energy GmbH,Derivative,DER-168341,CAKERXWFEL3Q,2026-03-17,2026-03-17,2635837.96,CAD,CA,CA,XTSE,Approved,Low,LY54IKMOC0AR0OMNEL25,Consumer Goods,OMS,ProviderC,0.9448,2026-03-19 06:04:00,2024-08-23,
TRD-00000102,ENT-000337,Quantum Holdings SA,ISS-000048,Keystone Mining LP,Private Equity,PRI-634979,NGK2H48PPNKF,2026-02-28,2026-02-28,1096229.85,NGN,FR,FR,XNSA,Approved,Low,BRWMFTOO5XCR5NAMZHR6,Utilities,OMS,ProviderA,0.8141,2026-03-01 23:03:00,2026-02-16,
TRD-00000103,ENT-000037,Apex Pharma SA,ISS-000038,Pioneer Energy LLC,Private Equity,PRI-756013,FRQT68YT0FGW,2025-05-11,2025-05-25,14628971.2,EUR,GB,GB,XPAR,Approved,Medium,KT9A90FOH3HJ5S6R044P,Utilities,PrimeBrokerFeed,ProviderB,0.9264,2025-05-13 04:53:00,2023-03-31,
TRD-00000104,ENT-000261,Helios Holdings Inc,ISS-000228,Keystone Mining LP,Private Equity,PRI-914793,DEUC9ODQQBW8,2025-06-11,2025-06-12,1971197.35,EUR,NL,NL,XETR,Approved,Medium,5FTW0A9PMH7GX86O3NRD,Technology,EMS,ProviderA,0.7567,2025-06-11 10:45:00,2023-11-13,
TRD-00000105,ENT-000350,Sterling Capital GmbH,ISS-000155,Summit Capital BV,Fund,FUN-638462,CA9S3516ZMQL,2025-05-21,2025-05-24,2329216.94,CAD,GB,GB,XTSE,Approved,Low,27WOC36V12310X5URYBL,Utilities,EMS,ProviderC,0.9629,2025-05-22 12:38:00,2024-08-16,
TRD-00000025,ENT-000152,Nile Partners GmbH,ISS-000049,Pioneer Foods Ltd,Private Equity,PRI-359026,GBKUYROQ4HI8,2026-01-06,2026-01-13,702255.19,USD,SG,SG,XLON,Approved,Low,0ZYCMVO84W6TK9LSG4IQ,Real Estate,EMS,ProviderC,0.6877,2026-01-07 13:40:00,2023-12-27,duplicate_trade_id;low_provider_confidence
TRD-00000107,ENT-000131,Union Capital Inc,ISS-000238,Sterling Mining Limited,Private Equity,PRI-213329,GBY1WIZ9PSHV,2026-04-11,2026-04-16,2055861.42,EUR,LU,LU,XLON,Expired,Low,GK23U0H8WN2T3QHFKTCN,Consumer Goods,CustodyPlatform,InternalGoldenSource,0.7631,2026-04-13 14:38:00,2024-07-06,
TRD-00000108,ENT-000291,Falcon Partners PLC,ISS-000016,Helios Pharma LP,Private Equity,PRI-679459,SGYVZMZCAQHI,2025-04-25,2025-04-27,1159684.83,EUR,FR,FR,XSES,Approved,Low,ETHVKB8UC3160RB4BUYY,Consumer Goods,PrimeBrokerFeed,ProviderB,0.6761,2025-04-26 10:59:00,2023-03-17,low_provider_confidence
TRD-00000065,ENT-000209,Crescent Mining Inc,ISS-000057,Cobalt Logistics Inc,Bond,BON-323753,HKI24SJNNMAX,2026-04-16,2026-04-21,5919541.41,USD,NG,NG,XHKG,Approved,Low,E7J2SQ8X3A6YLBXPUE8Y,Technology,EMS,ProviderA,0.9335,2026-04-18 01:28:00,2025-01-25,duplicate_trade_id
TRD-00000110,ENT-000316,Redwood Logistics Limited,ISS-000100,Helios Mining GmbH,Bond,BON-470425,GBI0SUDAWORL,2025-07-30,2025-08-01,3733160.02,GBP,CA,CA,XLON,Pending,Low,5OD7B1U9ER04H5W21BKS,Technology,CustodyPlatform,ProviderC,0.712,2025-07-31 03:20:00,2024-12-29,
TRD-00000111,ENT-000229,Keystone Energy Inc,ISS-000233,Pioneer Mining PLC,Fund,FUN-713935,HK7D4772URMS,2025-04-02,2025-04-05,883193.45,EUR,NL,NL,XHKG,Approved,High,JLD0TT2SLHIMAQA3558A,Materials,ReferenceDataHub,ProviderB,0.933,2025-04-03 04:54:00,2024-10-11,
TRD-00000112,ENT-000096,Orion Capital SA,ISS-000059,Falcon Markets LLC,Private Equity,PRI-674555,AUJZPCHPZ5TL,2025-11-16,2025-11-17,1135371.8,AUD,NL,NL,XASX,Approved,Low,9N4NVTANMH4PNZP9USY3,Real Estate,CustodyPlatform,InternalGoldenSource,0.9511,2025-11-16 22:18:00,2023-09-04,
TRD-00000113,ENT-000126,Bluewater Holdings BV,ISS-000202,Keystone Energy Limited,Bond,BON-591852,NL7QIUWZECBK,2025-11-30,2025-12-14,2034020.47,USD,HK,HK,XAMS,Approved,Low,1R7EQE536XD5KXKQGHO6,Financials,EMS,ProviderB,0.7095,2025-11-30 21:03:00,2025-07-14,
TRD-00000114,ENT-000251,Apex Partners LP,ISS-000174,Meridian Markets PLC,Private Equity,PRI-363643,CADY1MSMZLR7,2026-02-09,2026-02-14,7846170.0,CHF,CH,CH,XTSE,Approved,Medium,YU7CG8W1RVRRGQZ3PM7V,Industrials,ManualUpload,InternalGoldenSource,0.6818,2026-02-11 03:48:00,2023-11-26,low_provider_confidence
TRD-00000115,ENT-000327,Nile Holdings Inc,ISS-000193,Apex Logistics Limited,Private Equity,PRI-610421,SG3DFDRGVGS4,2026-04-06,2026-04-20,2966834.88,USD,CA,CA,XSES,Approved,Low,9XH0HHXSC7JHXTXTS5BJ,Industrials,CustodyPlatform,InternalGoldenSource,0.8838,2026-04-08 08:16:00,2025-08-16,
TRD-00000116,ENT-000151,Apex Mining BV,ISS-000091,Nile Partners PLC,Private Credit,PRI-845647,NG1LQ5XVTHGA,2026-05-04,2026-05-04,1404007.82,NGN,GB,GB,XNSA,Approved,High,9STG4EVRURQTMJ7PDZUI,Financials,ManualUpload,ProviderC,0.6422,2026-05-04 18:47:00,2026-01-20,low_provider_confidence
TRD-00000117,ENT-000264,Quantum Energy LLC,ISS-000010,Pioneer Infrastructure Inc,Bond,BON-305871,JPHI804EYNIN,2025-13-05,2026-05-31,645802.18,EUR,NL,NL,XTKS,Approved,Medium,XI3MWRMVICDRIH330KVO,Healthcare,OMS,InternalGoldenSource,0.722,2026-06-03 18:48:00,2026-01-06,invalid_trade_date;settlement_before_trade_date
TRD-00000118,ENT-000248,Sahara Logistics BV,ISS-000202,Keystone Energy Limited,Bond,BON-591704,NL7QIUWZECBK,2025-08-13,2025-08-16,219242.21,CAD,CA,CA,XAMS,Approved,Medium,0WSSKCTQD4KDSBS5FI6E,Healthcare,PrimeBrokerFeed,ProviderC,0.8537,2025-08-14 23:54:00,2023-07-29,
TRD-00000119,ENT-000208,Atlas Markets Limited,ISS-000014,Orion Industries Inc,Fund,FUN-260702,HKR8SEN509HX,2025-11-04,2025-11-18,7836480.19,USD,CA,CA,XHKG,Approved,Medium,W2MBYWIQC529S85ML8WU,Utilities,OMS,ProviderC,0.7727,2025-11-06 11:57:00,2025-02-22,
TRD-00000120,ENT-000171,Apex Markets LP,ISS-000241,Union Partners PLC,Bond,BON-346532,HKOT5VD7761S,2025-05-02,2025-05-04,8104161.8,NGN,NG,NG,XHKG,Approved,High,JCJUDT59WEU7OL7E6K08,Real Estate,PrimeBrokerFeed,ProviderB,0.31,2025-05-04 07:54:00,2024-03-12,invalid_or_low_provider_confidence
TRD-00000121,ENT-000002,Apex Energy LLC,ISS-000121,Orion Markets LLC,Fund,FUN-140833,DEMRGGEXVBPS,2025-02-03,2025-02-04,6138537.86,NGN,NG,NG,XETR,Approved,Low,VRJNVGFYGWWQC38HYF9S,Materials,ManualUpload,ProviderA,0.9856,2025-02-04 18:06:00,2024-03-22,
TRD-00000122,ENT-000134,Evergreen Industries Inc,ISS-000041,Union Industries Inc,Private Equity,PRI-574489,CAMDLMQ02GKF,2025-04-09,2025-04-12,2866275.07,CAD,DE,DE,XTSE,Approved,High,RR2JCPS5094DFRYI0M7P,Real Estate,PrimeBrokerFeed,ProviderC,0.7287,2025-04-11 12:51:00,2023-04-28,
TRD-00000123,ENT-000230,Atlas Industries LP,ISS-000033,Cedar Partners LLC,Fund,FUN-716217,HK3T3SY94EVI,2025-03-17,2025-03-19,3374192.41,CAD,CA,CA,XHKG,Approved,Low,302FAP9R9NDLJDWCJCTV,Energy,PrimeBrokerFeed,ProviderB,0.9514,2025-03-19 22:46:00,2023-05-27,
TRD-00000124,ENT-000168,Falcon Markets PLC,ISS-000191,Helios Markets LP,Fund,FUN-247158,GB000000000,2026-03-09,2026-03-16,8601498.51,USD,HK,HK,XSES,Expired,Low,W9408S1A7GBYJDDMRKSQ,Industrials,EMS,InternalGoldenSource,0.9741,2026-03-09 05:56:00,2025-10-08,invalid_isin
TRD-00000125,,Summit Infrastructure BV,ISS-000071,Bluewater Capital Inc,Private Equity,PRI-664964,CH7T5G7WS9RG,2026-02-05,2026-02-10,171682.14,CHF,LU,LU,XSWX,Approved,Medium,ZUH8IUNCLVEHRJ0KX9K2,Technology,CustodyPlatform,ProviderA,0.7253,2026-02-07 22:18:00,2024-01-30,missing_counterparty_entity_id
TRD-00000126,ENT-000020,Falcon Telecoms BV,ISS-000210,Atlas Mining Limited,Fund,FUN-150083,NLTZD8H4QBCV,2025-09-18,2025-09-13,2106346.96,EUR,SG,SG,XAMS,Approved,High,FPTOMJBCP4E30MY5ZPJA,Energy,OMS,ProviderC,0.818,2025-09-18 00:27:00,2024-08-07,settlement_before_trade_date
TRD-00000127,ENT-000091,Northstar Mining Ltd,ISS-000140,Apex Partners GmbH,Derivative,DER-271869,JP6H5300WW81,2025-07-25,2025-07-25,523283.11,USD,HK,HK,XTKS,Approved,Medium,E4CS0LI0XY2YYF8IWHL8,Telecommunications,PrimeBrokerFeed,ProviderA,0.9031,2025-07-26 02:46:00,2024-05-14,
TRD-00000128,ENT-000232,Sahara Infrastructure Limited,ISS-ORPHAN-2415,Atlas Partners PLC,Private Equity,PRI-284967,DEQP1M4G6LMJ,2026-05-28,2026-06-11,2062053.36,JPY,JP,JP,XETR,Pending,Medium,NNDG7F4S1UQ7WI5755LO,Healthcare,CustodyPlatform,ProviderB,0.8218,2026-05-28 11:22:00,2025-05-28,orphan_issuer_id
TRD-00000129,ENT-000054,Crescent Holdings PLC,ISS-000207,Keystone Foods Limited,Bond,BON-788941,DE5MN46WW9IE,2026-02-17,2026-02-18,3085712.65,XXX,,DE,XETR,Approved,Medium,R21520RN6HW1HS57TCOZ,Materials,CustodyPlatform,InternalGoldenSource,0.7633,2026-02-18 05:53:00,2024-01-16,invalid_currency;invalid_risk_country
TRD-00000130,ENT-000305,Meridian Energy Limited,ISS-000134,Union Holdings LLC,Bond,BON-975798,JPDX14NDNB1R,2025-04-30,2025-05-05,125325.44,EUR,DE,DE,XTKS,Approved,Medium,5V3IFU71JQHUCI5RX1SQ,Materials,ReferenceDataHub,ProviderC,0.711,2025-04-30 04:50:00,2023-07-30,
TRD-00000131,ENT-000187,Falcon Industries BV,ISS-000020,Crescent Holdings Ltd,Fund,FUN-218881,USYMPXPMFB0B,2025-11-12,2025-11-19,641883.86,CHF,CH,CH,XNYS,Expired,High,0XGJ1QQ81XRZN0994LX9,Real Estate,OMS,ProviderC,0.9042,2025-11-12 12:23:00,2024-03-04,high_risk_incomplete_kyc
TRD-00000132,ENT-000280,Evergreen Energy Ltd,ISS-000077,Keystone Mining Ltd,Private Credit,PRI-172087,FR2K7OLEXI6W,2025-11-01,2025-11-01,108144.57,EUR,NL,NL,XPAR,Approved,Low,I7SX50VKGNJ6OM9789H0,Utilities,OMS,ProviderA,0.6595,2025-11-01 06:08:00,2023-10-04,low_provider_confidence
TRD-00000133,ENT-000009,Meridian Pharma LP,ISS-000121,Orion Markets LLC,Derivative,DER-349468,DEMRGGEXVBPS,2025-05-10,2025-05-11,2104655.89,EUR,FR,FR,XETR,Pending,Medium,N8I4P40MGG1W103DGDZV,Energy,OMS,InternalGoldenSource,0.6981,2025-05-12 15:35:00,2024-10-29,low_provider_confidence
TRD-00000134,ENT-000059,Northstar Telecoms Limited,ISS-000104,Atlas Logistics LLC,Fund,FUN-142159,CHG7IAGYYBHA,2025-07-15,2025-07-22,4321807.69,CHF,SG,SG,XSWX,Expired,Medium,,Utilities,EMS,ProviderB,0.8956,2025-07-15 16:45:00,2024-11-02,invalid_lei
TRD-00000135,ENT-000064,Cedar Partners LP,ISS-000223,Orion Capital Limited,Private Credit,PRI-798201,CHYS8317QKY3,2025-11-29,2025-12-02,1734548.79,GBP,GB,GB,XSWX,Approved,Medium,6J1FO2WB0DZ6XPYFXOBU,Energy,ReferenceDataHub,ProviderB,0.8013,2025-11-30 00:55:00,2024-12-02,
TRD-00000136,ENT-000008,Cobalt Infrastructure BV,ISS-ORPHAN-4840,Lagoon Capital PLC,Private Credit,PRI-382737,DENATM9MCPRF,2025-03-08,2025-03-13,1228390.73,USD,HK,HK,XETR,Rejected,Low,272HPOEVB9OOAEDOECVE,Real Estate,EMS,InternalGoldenSource,0.7016,2025-03-10 13:24:00,2022-10-30,orphan_issuer_id
TRD-00000137,ENT-000159,Cedar Holdings Limited,ISS-ORPHAN-1320,Sterling Telecoms GmbH,Unknown,PRI-743400,GBP6XI8SDZIZ,2025-01-21,2025-01-21,1003602.31,GBP,NG,NG,XLON,Pending,Medium,5N4VPAAFH5JF6EGQO3SQ,Utilities,ManualUpload,ProviderB,0.8522,2025-01-23 23:54:00,2023-03-08,invalid_instrument_type;orphan_issuer_id
TRD-00000138,ENT-000206,Quantum Foods PLC,ISS-000172,Bluewater Foods PLC,Private Credit,PRI-352882,CAPB3LRB472W,2026-01-01,2026-01-01,16901033.38,EUR,FR,FR,XTSE,Rejected,Low,7N4YTUKC97HQ4TMXDNHP,Telecommunications,ManualUpload,ProviderC,0.8025,2026-01-03 12:48:00,2024-12-31,
TRD-00000139,ENT-000070,Quantum Telecoms LLC,ISS-000057,Cobalt Logistics Inc,Fund,FUN-457369,HKI24SJNNMAX,2025-08-08,2025-08-09,2392128.75,USD,NG,NG,XHKG,Approved,Low,K2W2CW1RDEZX6KBJ2CIE,Technology,EMS,ProviderA,0.6546,2025-08-09 02:05:00,2024-05-04,low_provider_confidence
TRD-00000140,ENT-000170,Crescent Logistics SA,ISS-000026,Crescent Capital GmbH,Bond,BON-388628,USP1PFDIX5SM,2026-05-31,2026-06-05,2251482.82,EUR,FR,FR,XNYS,Expired,Medium,X8MMS2LELL6HYC1R9QIK,Materials,EMS,ProviderB,0.9243,2026-05-31 02:42:00,2024-10-22,
TRD-00000141,ENT-000154,Pioneer Holdings Inc,ISS-000214,Orion Infrastructure LLC,Derivative,DER-817686,CAI119IH2HXW,2026-03-19,2026-03-20,4191859.01,CAD,NG,NG,XTSE,Approved,Low,IMV03JULF5VLUDA2RNKK,Utilities,CustodyPlatform,ProviderA,0.6514,2026-03-21 20:11:00,2026-02-11,low_provider_confidence
TRD-00000142,ENT-000169,Helios Partners SA,ISS-000227,Cedar Partners GmbH,Private Equity,PRI-735732,CAQ5IOLJDOHC,2025-06-11,2025-06-25,8783851.65,CAD,US,US,XTSE,Pending,Medium,8CW2G9O9YP6SDYY0U9DA,Healthcare,EMS,ProviderA,0.6926,2025-06-12 16:16:00,2024-08-29,low_provider_confidence
TRD-00000143,ENT-000070,Quantum Telecoms LLC,ISS-000014,Orion Industries Inc,Bond,BON-663679,HKR8SEN509HX,2025-07-04,2025-07-09,8725040.79,USD,NG,NG,XHKG,Approved,Low,K2W2CW1RDEZX6KBJ2CIE,Technology,OMS,ProviderC,0.7166,2025-07-05 19:33:00,2025-04-09,
TRD-00000144,ENT-000165,Harbour Markets GmbH,ISS-000118,Falcon Foods Ltd,Fund,FUN-821374,CASHJDCL6KAZ,2025-10-10,2025-10-24,535981.86,CAD,US,US,XTSE,Pending,Medium,97XGCK5I0GQMMHZN3MVG,Telecommunications,EMS,InternalGoldenSource,0.9726,2025-10-10 10:05:00,2024-02-18,
TRD-00000145,ENT-000150,Falcon Infrastructure Limited,ISS-000067,Crescent Mining SA,Bond,BON-751852,DEWRI1E9QQYK,2025-03-29,2025-03-19,855498.17,NGN,NG,NG,XETR,Approved,Medium,BA4ILAOQTR1YW3QN3T7Z,Materials,OMS,ProviderC,0.7604,2025-03-30 12:32:00,2022-12-05,settlement_before_trade_date
TRD-00000146,ENT-000212,Sahara Capital PLC,ISS-000039,Meridian Foods SA,Bond,BON-143907,DEZTAK5AGE07,2025-10-03,2025-10-08,1530613.86,EUR,FR,FR,XETR,Approved,Low,O8YMM7PL990GW31GKL9Z,Real Estate,ManualUpload,ProviderA,-0.2,2025-10-05 00:46:00,2024-02-20,invalid_or_low_provider_confidence
TRD-00000147,ENT-000271,Northstar Holdings SA,ISS-000032,Pioneer Mining LLC,Derivative,DER-900957,CAJ4BY1FT8J9,2025-01-06,2025-01-08,2350680.06,EUR,FR,FR,XTSE,Approved,High,7V0VU57923TITKQO4XSD,Industrials,EMS,ProviderA,0.7679,2025-01-08 00:45:00,2024-06-21,
TRD-00000148,ENT-000067,Sahara Mining Ltd,ISS-000095,Helios Capital LLC,Equity,EQU-508819,SGE4076BKRIS,2026-03-18,2026-03-19,6338943.67,AUD,AU,AU,XSES,Approved,Low,Y4CYXQBWEWPGVICW8VL3,Utilities,EMS,ProviderC,0.9701,2026-03-19 13:40:00,2025-02-11,
TRD-00000149,ENT-000158,Helios Pharma Ltd,ISS-000106,Sterling Logistics LP,Fund,FUN-970753,FRKTV4JPD8R8,2025-10-14,2025-10-28,13347316.7,EUR,FR,FR,XPAR,Approved,Low,T0G7RI0G6HSHG5MMQ7MW,Telecommunications,PrimeBrokerFeed,ProviderC,0.8884,2025-10-16 18:11:00,2024-05-19,
TRD-00000150,ENT-000270,Redwood Energy GmbH,ISS-000066,Evergreen Telecoms Limited,Equity,EQU-589108,AU6NGCPCMJTN,2025-11-19,2025-11-26,18444891.01,GBP,GB,GB,XASX,Approved,Medium,EGKRHJ5JN7BS08I4W02B,Healthcare,ReferenceDataHub,ProviderA,0.8214,2025-11-21 10:33:00,2023-11-21,
TRD-00000151,ENT-000314,Crescent Markets LLC,ISS-000195,Falcon Partners Ltd,Fund,FUN-130826,NG5MHEAJH7GP,2026-05-24,2026-06-07,4752516.61,,NL,NL,XNSA,Expired,Low,TFIIAMHBMBN4JP18MFT3,Industrials,ManualUpload,ProviderA,0.7438,2026-05-24 03:51:00,2025-10-22,invalid_currency
TRD-00000152,ENT-000002,Apex Energy LLC,ISS-000226,Quantum Holdings BV,Fund,FUN-665422,US49N0DFR9UE,2025-08-07,2025-08-04,1351306.69,NGN,NG,NG,XNYS,Approved,Low,VRJNVGFYGWWQC38HYF9S,Materials,PrimeBrokerFeed,ProviderB,0.7056,2025-08-08 12:06:00,2023-06-08,settlement_before_trade_date
